time,Fz,Cz,Pz,Oz,P3,P4,PO7,PO8
-0.19921875,0.03354644206865487,-0.0990014044077725,-0.08951793262212959,-0.02856682890239881,-0.14876052034651366,-0.03764292699770522,-0.23027264717256912,0.016710783867779355
-0.1953125,0.06965132115510642,-0.05028199723255966,-0.01250355019521976,0.025963277749951885,-0.08023583575322846,0.01657520343201213,-0.18176264404701215,0.05111856893336153
-0.19140625,0.11266826760447657,0.003290271610723039,0.05555141768809335,0.05959426729873485,-0.016579928541204936,0.06434341770500396,-0.1376662339680479,0.06714817857300659
-0.1875,0.15349854720625444,0.05205925646123433,0.10186573717874126,0.06279295661215656,0.03295624395605046,0.0950982368408404,-0.10666038718909476,0.060507765908823785
-0.18359375,0.18452033145877067,0.08808634532897486,0.11901491347998672,0.03341925847166749,0.06219445936039847,0.10342188261347474,-0.0939721687132078,0.032954233120108256
-0.1796875,0.20143005485806498,0.10710314768402895,0.10702858332933829,-0.021976893194164404,0.0699732538578246,0.09045096760473825,-0.09940411160869189,-0.008024424680286302
-0.17578125,0.20408054979270673,0.10934521554872845,0.07325236595079332,-0.08934063799870273,0.06059731560981163,0.06318904155477867,-0.1168211980484557,-0.051245820031908806
-0.171875,0.1959883206836821,0.0989780417626207,0.029961878311723922,-0.15061114311265555,0.04244514073548089,0.031948427903216725,-0.1355539609448897,-0.08503049997443668
-0.16796875,0.18267949997152755,0.08235143411639001,-0.009484134366744001,-0.18860754380511935,0.025121488889112698,0.00681775125244144,-0.14352696098285378,-0.10061064159572197
-0.1640625,0.16951341308413248,0.06576983224704236,-0.03462930919795326,-0.1918697591918317,0.016179491524326295,-0.005591111129632509,-0.13123121789249126,-0.09469457040722773
-0.16015625,0.15984369383659214,0.05364152499964803,-0.04067666381502022,-0.15796635466358566,0.018674832347187476,-0.003973886997243881,-0.09521590982330963,-0.07036958749040423
-0.15625,0.1542328789128078,0.04767897365809404,-0.0291295467746977,-0.09422524271940347,0.0305115435139669,0.007851529204572216,-0.03980621698929099,-0.03604996479111833
-0.15234375,0.15097153038823308,0.04734291536578894,-0.00624759755041282,-0.01565677365533702,0.04580420664979101,0.02296881795871286,0.02369127294343798,-0.0028168896104574515
-0.1484375,0.14757254973574163,0.051167926784501105,0.01992663278826967,0.05925869572820375,0.057633780414789726,0.0343607986508232,0.08014593788630009,0.018974271043248336
-0.14453125,0.14248212210077327,0.058230327226738154,0.042720785131677985,0.11357398221889525,0.06099636351564186,0.03768542100601735,0.11509404629350684,0.022718216641237632
-0.140625,0.1361696178037164,0.06899026061546465,0.05894201038358915,0.13611985139050375,0.0546961409497726,0.03277582294458625,0.11902272945008008,0.007265172463633007
-0.13671875,0.1310672956833514,0.08506678028652459,0.06922953588173186,0.12376177949136036,0.04143071663520459,0.02334580884166826,0.08997243128305854,-0.023180453112559007
-0.1328125,0.13037698920470575,0.10803115202406843,0.07669626711503952,0.08114984950680082,0.02612510030530757,0.015087698201909916,0.03360463196599994,-0.060854269179344556
-0.12890625,0.1362926411729859,0.13778867469227407,0.08459100087065963,0.01828142437432234,0.01332684629318237,0.012954267880616044,-0.039182197042464395,-0.09726557692602
-0.125,0.14846396823031682,0.17134829022324993,0.09405912493321011,-0.05312209694352532,0.004855855273433463,0.0187071638180214,-0.11611105321662762,-0.12610362887244264
-0.12109375,0.1634345068168841,0.202657645331783,0.10297920027824148,-0.1231139066248943,-0.0012352003864180006,0.029704516180117935,-0.18736595563950686,-0.14524559333040088
-0.1171875,0.17538066288125265,0.2237660368109573,0.10637798197876691,-0.18572782778392138,-0.009908120546242571,0.039444717714332,-0.24797438413770578,-0.1571933125887881
-0.11328125,0.17794174311802635,0.22704404045725823,0.09828445257653584,-0.23925511527522758,-0.026868670843782638,0.03974668416617533,-0.2979006694658892,-0.16777970301973255
-0.109375,0.16648743894620566,0.20774744768914388,0.07431905402199845,-0.28469074209169776,-0.05568222150031943,0.02384632580287871,-0.33994851378338353,-0.1835665699445599
-0.10546875,0.13998538861415,0.16603097208189865,0.03402580972533542,-0.3231370158118807,-0.09544238110947845,-0.010673447903286615,-0.37646523765033635,-0.2088248152176675
-0.1015625,0.1017606550135497,0.10765605651386068,-0.017970126720001645,-0.3533512824560603,-0.1399693161374671,-0.06019929799094825,-0.4063449807745201,-0.24318057967320783
-0.09765625,0.05881852871425508,0.043043151265464985,-0.07249519740071264,-0.37057665736028866,-0.17895580128879374,-0.11535082222735582,-0.42372673192403454,-0.28083542247259174
-0.09375,0.019892588909442566,-0.015147877618915118,-0.11798123011885764,-0.3672978721169784,-0.2007658963520953,-0.1632470798540453,-0.4190974607354292,-0.3117526148344041
-0.08984375,-0.007184234096513364,-0.05524453783323224,-0.14360361433318758,-0.33578453439986333,-0.19598385847530153,-0.191134645888269,-0.3825099668119947,-0.3245091306780523
-0.0859375,-0.01794271398125602,-0.06965523624558045,-0.1424112952008727,-0.27151583026352455,-0.16052555906753696,-0.1902269417541902,-0.30771349202041165,-0.3098899412634637
-0.08203125,-0.012757071843338963,-0.056908227463736694,-0.11343437478217311,-0.1761323886739774,-0.09725859229092748,-0.15847746226427262,-0.19556181030111475,-0.2639921206082363
-0.078125,0.0031810967193734996,-0.022023591839115397,-0.0620801614559241,-0.05863277152684532,-0.015578056178355837,-0.101332290114442,-0.055291948797275836,-0.18974419901951478
-0.07421875,0.02143344168814565,0.024888782590437586,0.0013101002505067072,0.06587284673287286,0.07092618403703455,-0.030183677779405116,0.09692983127251864,-0.09629832220525714
