,block,rank,train_score,val_score,train_scores,val_scores,mse,F_tr,F_rt,dataset,subject,session
11,12,1,0.9710405612244898,0.9514489795918367,"[[0.95233673 0.95215306 0.95185714 0.95227551]
 [0.95102041 0.9504898  0.95061224 0.95055102]
 [0.95405102 0.95386735 0.95346939 0.95161224]
 [0.96571429 0.96522449 0.96535714 0.96628571]
 [0.93412245 0.93367347 0.93377551 0.93365306]]","[[0.95233673 0.95215306 0.95185714 0.95227551]
 [0.95102041 0.9504898  0.95061224 0.95055102]
 [0.95405102 0.95386735 0.95346939 0.95161224]
 [0.96571429 0.96522449 0.96535714 0.96628571]
 [0.93412245 0.93367347 0.93377551 0.93365306]]",2.3207758160265295e-11,0.01799595351254825,0.000866883561647936,BNCI2014-008,8,0
12,13,1,0.9710631377551021,0.9514122448979592,"[[0.95216327 0.95216327 0.95207143 0.95321429]
 [0.95089796 0.94990816 0.95036735 0.95030612]
 [0.95402041 0.95419388 0.9540102  0.95210204]
 [0.96569388 0.96573469 0.96453061 0.96531633]
 [0.93428571 0.93436735 0.93415306 0.93378571]]","[[0.95216327 0.95216327 0.95207143 0.95321429]
 [0.95089796 0.94990816 0.95036735 0.95030612]
 [0.95402041 0.95419388 0.9540102  0.95210204]
 [0.96569388 0.96573469 0.96453061 0.96531633]
 [0.93428571 0.93436735 0.93415306 0.93378571]]",2.3174856615251952e-11,0.01799607132536376,0.0008673448744689287,BNCI2014-008,8,0
13,14,1,0.9710765306122451,0.9513367346938775,"[[0.9522551  0.95161224 0.95111224 0.95292857]
 [0.95016327 0.9505102  0.95061224 0.94990816]
 [0.95407143 0.95387755 0.95387755 0.95264286]
 [0.96586735 0.96536735 0.96514286 0.96492857]
 [0.93432653 0.93387755 0.93379592 0.9345102 ]]","[[0.9522551  0.95161224 0.95111224 0.95292857]
 [0.95016327 0.9505102  0.95061224 0.94990816]
 [0.95407143 0.95387755 0.95387755 0.95264286]
 [0.96586735 0.96536735 0.96514286 0.96492857]
 [0.93432653 0.93387755 0.93379592 0.9345102 ]]",2.3144805607735918e-11,0.017996022878836317,0.0008675082822978689,BNCI2014-008,8,0
14,15,1,0.9711130102040817,0.9513265306122449,"[[0.95258163 0.95216327 0.95176531 0.95257143]
 [0.95008163 0.94931633 0.94967347 0.94919388]
 [0.95381633 0.95379592 0.95383673 0.9525    ]
 [0.96585714 0.96527551 0.96460204 0.9652449 ]
 [0.93429592 0.9342449  0.93417347 0.93464286]]","[[0.95258163 0.95216327 0.95176531 0.95257143]
 [0.95008163 0.94931633 0.94967347 0.94919388]
 [0.95381633 0.95379592 0.95383673 0.9525    ]
 [0.96585714 0.96527551 0.96460204 0.9652449 ]
 [0.93429592 0.9342449  0.93417347 0.93464286]]",2.312087697579234e-11,0.017996192459950034,0.0008678414431332423,BNCI2014-008,8,0
15,16,1,0.971127168367347,0.951369387755102,"[[0.95264286 0.95202041 0.95228571 0.95302041]
 [0.95010204 0.94928571 0.94938776 0.94957143]
 [0.95390816 0.95403061 0.9532449  0.95292857]
 [0.96590816 0.96528571 0.96495918 0.96497959]
 [0.93428571 0.93381633 0.93368367 0.93476531]]","[[0.95264286 0.95202041 0.95228571 0.95302041]
 [0.95010204 0.94928571 0.94938776 0.94957143]
 [0.95390816 0.95403061 0.9532449  0.95292857]
 [0.96590816 0.96528571 0.96495918 0.96497959]
 [0.93428571 0.93381633 0.93368367 0.93476531]]",2.3075627637897783e-11,0.017996366773350477,0.0008680725409141185,BNCI2014-008,8,0
16,17,1,0.9711672193877551,0.9512979591836735,"[[0.95228571 0.95209184 0.95180612 0.95310204]
 [0.94988776 0.9497551  0.94991837 0.94917347]
 [0.95411224 0.95397959 0.95379592 0.95289796]
 [0.96585714 0.96532653 0.96472449 0.96494898]
 [0.93434694 0.93423469 0.93376531 0.93488776]]","[[0.95228571 0.95209184 0.95180612 0.95310204]
 [0.94988776 0.9497551  0.94991837 0.94917347]
 [0.95411224 0.95397959 0.95379592 0.95289796]
 [0.96585714 0.96532653 0.96472449 0.96494898]
 [0.93434694 0.93423469 0.93376531 0.93488776]]",2.305212284115069e-11,0.017996485818538514,0.0008682201453311172,BNCI2014-008,8,0
17,18,1,0.9712698979591836,0.9511244897959183,"[[0.95229592 0.9519898  0.95168367 0.95260204]
 [0.94958163 0.94867347 0.94979592 0.94954082]
 [0.95380612 0.95331633 0.95356122 0.95296939]
 [0.96586735 0.96509184 0.96456122 0.96510204]
 [0.93407143 0.93406122 0.93420408 0.9349898 ]]","[[0.95229592 0.9519898  0.95168367 0.95260204]
 [0.94958163 0.94867347 0.94979592 0.94954082]
 [0.95380612 0.95331633 0.95356122 0.95296939]
 [0.96586735 0.96509184 0.96456122 0.96510204]
 [0.93407143 0.93406122 0.93420408 0.9349898 ]]",2.3028922248318697e-11,0.017996656255447874,0.0008682779680349895,BNCI2014-008,8,0
18,19,1,0.9712903061224489,0.9511489795918366,"[[0.95231633 0.952      0.95117347 0.95189796]
 [0.94971429 0.9495102  0.94941837 0.94968367]
 [0.95380612 0.95355102 0.9540102  0.95232653]
 [0.96579592 0.96578571 0.96538776 0.96446939]
 [0.93411224 0.93430612 0.93397959 0.93482653]]","[[0.95231633 0.952      0.95117347 0.95189796]
 [0.94971429 0.9495102  0.94941837 0.94968367]
 [0.95380612 0.95355102 0.9540102  0.95232653]
 [0.96579592 0.96578571 0.96538776 0.96446939]
 [0.93411224 0.93430612 0.93397959 0.93482653]]",2.2982395763312683e-11,0.017996673422296425,0.0008689156828472207,BNCI2014-008,8,0
19,20,1,0.9713169642857142,0.9511081632653061,"[[0.95221429 0.9520102  0.95193878 0.95202041]
 [0.94968367 0.94997959 0.94940816 0.94989796]
 [0.95370408 0.95342857 0.95353061 0.95256122]
 [0.96578571 0.9657551  0.96527551 0.96388776]
 [0.93415306 0.93392857 0.93405102 0.93428571]]","[[0.95221429 0.9520102  0.95193878 0.95202041]
 [0.94968367 0.94997959 0.94940816 0.94989796]
 [0.95370408 0.95342857 0.95353061 0.95256122]
 [0.96578571 0.9657551  0.96527551 0.96388776]
 [0.93415306 0.93392857 0.93405102 0.93428571]]",2.294456610512494e-11,0.017996899111556122,0.000868976556961156,BNCI2014-008,8,0
20,21,8,0.9721019132653062,0.9511632653061224,"[[0.95210204 0.95204082 0.95168367 0.95297959]
 [0.9494898  0.94944898 0.94970408 0.95083673]
 [0.95384694 0.95442857 0.95386735 0.95269388]
 [0.96547959 0.96554082 0.96514286 0.96433673]
 [0.93414286 0.934      0.93404082 0.93496939]]","[[0.95210204 0.95204082 0.95168367 0.95297959]
 [0.9494898  0.94944898 0.94970408 0.95083673]
 [0.95384694 0.95442857 0.95386735 0.95269388]
 [0.96547959 0.96554082 0.96514286 0.96433673]
 [0.93414286 0.934      0.93404082 0.93496939]]",2.0589763367282728e-11,0.017233689765535205,0.0008826240917312769,BNCI2014-008,8,0
21,22,1,0.9720915816326532,0.9511795918367347,"[[0.95312245 0.95273469 0.95270408 0.95247959]
 [0.95078571 0.95071429 0.95079592 0.95114286]
 [0.9527449  0.9522551  0.95272449 0.9522551 ]
 [0.96429592 0.96418367 0.96417347 0.96378571]
 [0.93494898 0.93484694 0.93490816 0.93463265]]","[[0.95312245 0.95273469 0.95270408 0.95247959]
 [0.95078571 0.95071429 0.95079592 0.95114286]
 [0.9527449  0.9522551  0.95272449 0.9522551 ]
 [0.96429592 0.96418367 0.96417347 0.96378571]
 [0.93494898 0.93484694 0.93490816 0.93463265]]",2.053883148507052e-11,0.017233316462089723,0.0008829529050892245,BNCI2014-008,8,0
22,23,2,0.9721807397959182,0.9511938775510205,"[[0.95309184 0.95305102 0.95267347 0.95355102]
 [0.95077551 0.95079592 0.95043878 0.95092857]
 [0.95265306 0.95271429 0.95268367 0.95261224]
 [0.96428571 0.96431633 0.96458163 0.96386735]
 [0.935      0.93509184 0.93505102 0.93480612]]","[[0.95309184 0.95305102 0.95267347 0.95355102]
 [0.95077551 0.95079592 0.95043878 0.95092857]
 [0.95265306 0.95271429 0.95268367 0.95261224]
 [0.96428571 0.96431633 0.96458163 0.96386735]
 [0.935      0.93509184 0.93505102 0.93480612]]",2.0485369733515327e-11,0.017230057485796178,0.000884232816501385,BNCI2014-008,8,0
23,24,8,0.9728826530612246,0.9514714285714285,"[[0.95295918 0.95266327 0.95239796 0.95293878]
 [0.95093878 0.95088776 0.95089796 0.95113265]
 [0.95271429 0.95280612 0.95278571 0.95337755]
 [0.96426531 0.96427551 0.96387755 0.96468367]
 [0.93506122 0.9352449  0.93527551 0.93522449]]","[[0.95295918 0.95266327 0.95239796 0.95293878]
 [0.95093878 0.95088776 0.95089796 0.95113265]
 [0.95271429 0.95280612 0.95278571 0.95337755]
 [0.96426531 0.96427551 0.96387755 0.96468367]
 [0.93506122 0.9352449  0.93527551 0.93522449]]",1.8268904284270562e-11,0.016601188891369793,0.0008938089375271749,BNCI2014-008,8,0
24,25,1,0.9728983418367347,0.9514938775510204,"[[0.95292857 0.95279592 0.95268367 0.95223469]
 [0.95140816 0.9510102  0.95103061 0.95152041]
 [0.95321429 0.95331633 0.95330612 0.95240816]
 [0.96468367 0.96478571 0.96423469 0.9637449 ]
 [0.93523469 0.93495918 0.93571429 0.9350102 ]]","[[0.95292857 0.95279592 0.95268367 0.95223469]
 [0.95140816 0.9510102  0.95103061 0.95152041]
 [0.95321429 0.95331633 0.95330612 0.95240816]
 [0.96468367 0.96478571 0.96423469 0.9637449 ]
 [0.93523469 0.93495918 0.93571429 0.9350102 ]]",1.8252732366919728e-11,0.016600953355740376,0.0008939956183063027,BNCI2014-008,8,0
25,26,1,0.972893112244898,0.951495918367347,"[[0.95289796 0.95318367 0.95189796 0.95247959]
 [0.95144898 0.95165306 0.95133673 0.95266327]
 [0.95322449 0.95265306 0.95264286 0.9517551 ]
 [0.96473469 0.96470408 0.96417347 0.96363265]
 [0.93517347 0.9352551  0.93496939 0.9344898 ]]","[[0.95289796 0.95318367 0.95189796 0.95247959]
 [0.95144898 0.95165306 0.95133673 0.95266327]
 [0.95322449 0.95265306 0.95264286 0.9517551 ]
 [0.96473469 0.96470408 0.96417347 0.96363265]
 [0.93517347 0.9352551  0.93496939 0.9344898 ]]",1.8244391134034354e-11,0.01660049268758113,0.0008944615670335775,BNCI2014-008,8,0
26,27,1,0.9728998724489797,0.9514448979591836,"[[0.95288776 0.95341837 0.95215306 0.95293878]
 [0.95143878 0.95166327 0.95165306 0.95236735]
 [0.9532449  0.95223469 0.95239796 0.95135714]
 [0.96472449 0.96470408 0.96432653 0.96394898]
 [0.93492857 0.93472449 0.93510204 0.93418367]]","[[0.95288776 0.95341837 0.95215306 0.95293878]
 [0.95143878 0.95166327 0.95165306 0.95236735]
 [0.9532449  0.95223469 0.95239796 0.95135714]
 [0.96472449 0.96470408 0.96432653 0.96394898]
 [0.93492857 0.93472449 0.93510204 0.93418367]]",1.8239487083903603e-11,0.016600147795062692,0.0008945680094282146,BNCI2014-008,8,0
27,28,1,0.9729188775510205,0.9515857142857144,"[[0.95310204 0.95356122 0.95326531 0.95307143]
 [0.95137755 0.95147959 0.9517551  0.95243878]
 [0.95320408 0.95256122 0.95295918 0.95044898]
 [0.96465306 0.96484694 0.9640102  0.9637449 ]
 [0.93559184 0.93529592 0.93532653 0.93439796]]","[[0.95310204 0.95356122 0.95326531 0.95307143]
 [0.95137755 0.95147959 0.9517551  0.95243878]
 [0.95320408 0.95256122 0.95295918 0.95044898]
 [0.96465306 0.96484694 0.9640102  0.9637449 ]
 [0.93559184 0.93529592 0.93532653 0.93439796]]",1.8219309275013076e-11,0.01659977109732172,0.0008947032808791291,BNCI2014-008,8,0
28,29,2,0.9730238520408163,0.951604081632653,"[[0.9532551  0.95305102 0.95219388 0.95227551]
 [0.95165306 0.95185714 0.95223469 0.9524898 ]
 [0.95285714 0.95261224 0.95252041 0.95143878]
 [0.96460204 0.96485714 0.96442857 0.96446939]
 [0.93541837 0.93564286 0.93557143 0.9342551 ]]","[[0.9532551  0.95305102 0.95219388 0.95227551]
 [0.95165306 0.95185714 0.95223469 0.9524898 ]
 [0.95285714 0.95261224 0.95252041 0.95143878]
 [0.96460204 0.96485714 0.96442857 0.96446939]
 [0.93541837 0.93564286 0.93557143 0.9342551 ]]",1.8106481059347592e-11,0.016596903601300724,0.000895569026257189,BNCI2014-008,8,0
29,30,2,0.9731568877551021,0.951587755102041,"[[0.95291837 0.95272449 0.95223469 0.9524898 ]
 [0.95178571 0.95207143 0.95211224 0.95313265]
 [0.95234694 0.95279592 0.9527551  0.95164286]
 [0.9647551  0.96486735 0.96469388 0.96353061]
 [0.93554082 0.93547959 0.93529592 0.93414286]]","[[0.95291837 0.95272449 0.95223469 0.9524898 ]
 [0.95178571 0.95207143 0.95211224 0.95313265]
 [0.95234694 0.95279592 0.9527551  0.95164286]
 [0.9647551  0.96486735 0.96469388 0.96353061]
 [0.93554082 0.93547959 0.93529592 0.93414286]]",1.8078510875869032e-11,0.01658935903480966,0.0008974043990725607,BNCI2014-008,8,0
30,31,1,0.9731682397959183,0.9516285714285715,"[[0.9527449  0.9525102  0.9522551  0.95338776]
 [0.95207143 0.9520102  0.95240816 0.95302041]
 [0.953      0.95281633 0.95288776 0.95240816]
 [0.96484694 0.96486735 0.96422449 0.964     ]
 [0.93547959 0.93534694 0.93508163 0.9342449 ]]","[[0.9527449  0.9525102  0.9522551  0.95338776]
 [0.95207143 0.9520102  0.95240816 0.95302041]
 [0.953      0.95281633 0.95288776 0.95240816]
 [0.96484694 0.96486735 0.96422449 0.964     ]
 [0.93547959 0.93534694 0.93508163 0.9342449 ]]",1.806258173366435e-11,0.01658908295545127,0.0008975037843870692,BNCI2014-008,8,0
31,32,1,0.9731918367346939,0.951538775510204,"[[0.95276531 0.95253061 0.95220408 0.95329592]
 [0.95191837 0.9517449  0.9520102  0.95258163]
 [0.95276531 0.95294898 0.95241837 0.95218367]
 [0.96482653 0.96481633 0.96489796 0.96421429]
 [0.93541837 0.93530612 0.93486735 0.9345    ]]","[[0.95276531 0.95253061 0.95220408 0.95329592]
 [0.95191837 0.9517449  0.9520102  0.95258163]
 [0.95276531 0.95294898 0.95241837 0.95218367]
 [0.96482653 0.96481633 0.96489796 0.96421429]
 [0.93541837 0.93530612 0.93486735 0.9345    ]]",1.80375082723771e-11,0.016588895376774992,0.0008975389864090386,BNCI2014-008,8,0
