,index,block,rank,F_tr,F_rt,mse,nmse,dataset,subject,session
200,0,1,"(2, 2, 2)",0.01026069250138897,0.03536805183055308,0.9900360432937535,0.9900360432937535,BNCI2014-004,5,0train
201,1,2,"(3, 8, 8)",0.0028730358253161105,0.06323110730456377,0.9315395927582348,0.9315395927582348,BNCI2014-004,5,0train
202,2,3,"(3, 16, 72)",9.325990272754798e-05,0.6001839867048685,1.3351293338904767e-29,1.3351293338904767e-29,BNCI2014-004,5,0train
203,3,4,"(1, 1, 1)",9.325990272754801e-05,0.6003428847284181,1.3316345281876645e-29,1.3316345281876645e-29,BNCI2014-004,5,0train
204,4,5,"(1, 1, 1)",9.325990272754801e-05,0.6005017823559999,1.329176671349133e-29,1.329176671349133e-29,BNCI2014-004,5,0train
205,5,6,"(1, 1, 1)",9.325990272754801e-05,0.6006606795878983,1.3273232002535254e-29,1.3273232002535254e-29,BNCI2014-004,5,0train
206,6,7,"(1, 1, 1)",9.325990272754801e-05,0.6008195764244011,1.3258134575946674e-29,1.3258134575946674e-29,BNCI2014-004,5,0train
207,7,8,"(1, 1, 1)",9.325990272754801e-05,0.6009784728657916,1.324541788328593e-29,1.324541788328593e-29,BNCI2014-004,5,0train
208,8,9,"(1, 1, 1)",9.325990272754805e-05,0.6011373689123554,1.3238394593593962e-29,1.3238394593593962e-29,BNCI2014-004,5,0train
209,9,10,"(1, 1, 1)",9.325990272754798e-05,0.6012962645643777,1.3221639006890712e-29,1.3221639006890712e-29,BNCI2014-004,5,0train
210,0,1,"(2, 2, 2)",0.013226329737031974,0.04334190962201183,0.9903640923744225,0.9903640923744222,BNCI2014-004,5,1train
211,1,2,"(2, 2, 2)",0.011082115528405139,0.043808299802702344,0.9751756308264009,0.9751756308264007,BNCI2014-004,5,1train
212,2,3,"(2, 2, 2)",0.009906776317418802,0.04431008800499102,0.9661621436289841,0.9661621436289839,BNCI2014-004,5,1train
213,3,4,"(3, 4, 4)",0.006602642080062477,0.05919823771982373,0.9428214068173549,0.9428214068173547,BNCI2014-004,5,1train
214,4,5,"(1, 1, 1)",0.006828803491633959,0.06416736009529232,0.941558861128853,0.9415588611288528,BNCI2014-004,5,1train
215,5,6,"(3, 4, 4)",0.005687688262176606,0.06868543934417157,0.922286899439164,0.9222868994391638,BNCI2014-004,5,1train
216,6,7,"(3, 4, 4)",0.005073008485238071,0.07718463142965892,0.9070964963731043,0.9070964963731041,BNCI2014-004,5,1train
217,7,8,"(3, 4, 4)",0.004661704574865341,0.07988520466764001,0.8958947804662613,0.895894780466261,BNCI2014-004,5,1train
218,8,9,"(3, 16, 64)",0.00014087597358305396,0.755961834893704,0.2762563449168448,0.27625634491684475,BNCI2014-004,5,1train
219,9,10,"(1, 1, 1)",0.0001409787513413407,0.7569169878017417,0.2755758752363894,0.2755758752363893,BNCI2014-004,5,1train
220,0,1,"(2, 2, 2)",0.01567800823680005,0.0496830047485565,0.9855175996351357,0.9855175996351357,BNCI2014-004,5,2train
221,1,2,"(1, 1, 1)",0.014896208507498516,0.057818137196723365,0.9826403436348922,0.9826403436348922,BNCI2014-004,5,2train
222,2,3,"(3, 8, 8)",0.003738595204839607,0.0721870399011916,0.9327133114213033,0.9327133114213033,BNCI2014-004,5,2train
223,3,4,"(2, 2, 2)",0.0037165539519782376,0.0822319258468851,0.9294427441890732,0.9294427441890732,BNCI2014-004,5,2train
224,4,5,"(3, 4, 4)",0.003529130139671545,0.10160850858916749,0.9139330569329199,0.9139330569329199,BNCI2014-004,5,2train
225,5,6,"(3, 8, 8)",0.003164517369165624,0.12515433434195264,0.8915016601093161,0.8915016601093161,BNCI2014-004,5,2train
226,6,7,"(3, 8, 8)",0.002865674920026782,0.14376712276509035,0.8689171927337472,0.8689171927337472,BNCI2014-004,5,2train
227,7,8,"(2, 2, 2)",0.002869199492595603,0.14380870865240994,0.8637678888307961,0.8637678888307961,BNCI2014-004,5,2train
228,8,9,"(3, 4, 4)",0.00278955468412592,0.1506558853976345,0.8570165546089779,0.8570165546089779,BNCI2014-004,5,2train
229,9,10,"(1, 1, 1)",0.00282015909705598,0.16317292183145707,0.8562784269395656,0.8562784269395656,BNCI2014-004,5,2train
230,0,1,"(2, 2, 2)",0.012144989351795171,0.04483497556905758,0.989115322392893,0.9891153223928928,BNCI2014-004,5,3test
231,1,2,"(3, 4, 4)",0.006862233129894592,0.055382590118760636,0.9692101003378536,0.9692101003378534,BNCI2014-004,5,3test
232,2,3,"(3, 4, 4)",0.004850064729073665,0.06521255769990805,0.9545235945830465,0.9545235945830463,BNCI2014-004,5,3test
233,3,4,"(1, 1, 1)",0.004875796250011545,0.06913845880144456,0.953289607453006,0.9532896074530057,BNCI2014-004,5,3test
234,4,5,"(3, 8, 8)",0.003226495467795984,0.08113438249104798,0.9220634539788558,0.9220634539788556,BNCI2014-004,5,3test
235,5,6,"(3, 8, 8)",0.002478174212896608,0.09311817150934058,0.8919889383635664,0.8919889383635662,BNCI2014-004,5,3test
236,6,7,"(3, 4, 4)",0.0023405532499706345,0.10427263930821742,0.8810803165554789,0.8810803165554787,BNCI2014-004,5,3test
237,7,8,"(1, 1, 1)",0.0023886278049970056,0.127889511115245,0.8799846854984125,0.8799846854984122,BNCI2014-004,5,3test
238,8,9,"(3, 4, 4)",0.0023213765716831847,0.14367688394778483,0.8694901642380379,0.8694901642380377,BNCI2014-004,5,3test
239,9,10,"(3, 4, 4)",0.0022501174155129065,0.14542294117720955,0.8613117890234575,0.8613117890234573,BNCI2014-004,5,3test
240,0,1,"(1, 1, 1)",0.04910236311995546,0.09697716716191203,0.9902740485640505,0.9902740485640508,BNCI2014-004,5,4test
241,1,2,"(1, 1, 1)",0.032935881341619934,0.11610210045151767,0.9878107444110292,0.9878107444110295,BNCI2014-004,5,4test
242,2,3,"(3, 8, 8)",0.005273371061271446,0.14832063763737074,0.9393352025299302,0.9393352025299304,BNCI2014-004,5,4test
243,3,4,"(3, 8, 8)",0.003307666777518266,0.21865415330635013,0.9107036896615144,0.9107036896615146,BNCI2014-004,5,4test
244,4,5,"(3, 4, 4)",0.0030277396580998444,0.22706539311851404,0.9006049612805774,0.9006049612805777,BNCI2014-004,5,4test
245,5,6,"(2, 2, 2)",0.0028926164623751882,0.22708799029724414,0.895455372940464,0.8954553729404642,BNCI2014-004,5,4test
246,6,7,"(2, 2, 2)",0.0028690538865765143,0.23493520795201664,0.8917959552671033,0.8917959552671035,BNCI2014-004,5,4test
247,7,8,"(2, 2, 2)",0.002837096527732699,0.24958090071814631,0.8862161938271554,0.8862161938271557,BNCI2014-004,5,4test
248,8,9,"(2, 2, 2)",0.002807840368561801,0.24913450387085523,0.8840749135799523,0.8840749135799525,BNCI2014-004,5,4test
249,9,10,"(2, 2, 2)",0.0027790906998003745,0.24981158222478086,0.8803874491213489,0.8803874491213491,BNCI2014-004,5,4test
250,0,1,"(1, 1, 1)",0.019850074421632707,0.03903847969587766,0.9929414307670648,0.9929414307670649,BNCI2014-004,6,0train
251,1,2,"(2, 2, 2)",0.009909331344890611,0.04693739945021256,0.9845565069195279,0.984556506919528,BNCI2014-004,6,0train
252,2,3,"(1, 1, 1)",0.009871673894127816,0.06685756510696791,0.978303375947082,0.9783033759470822,BNCI2014-004,6,0train
253,3,4,"(1, 1, 1)",0.009728654528242212,0.08383982577069667,0.9764605849934522,0.9764605849934523,BNCI2014-004,6,0train
254,4,5,"(1, 1, 1)",0.009724104347199275,0.08468910450299853,0.9732018741088793,0.9732018741088794,BNCI2014-004,6,0train
255,5,6,"(2, 2, 2)",0.007354260662894249,0.09388517186005803,0.9623722671610736,0.9623722671610737,BNCI2014-004,6,0train
256,6,7,"(1, 1, 1)",0.007551541742064549,0.10353210052306602,0.9611318377837645,0.9611318377837647,BNCI2014-004,6,0train
257,7,8,"(2, 2, 2)",0.006942455331968071,0.11182601535568769,0.9511668380685093,0.9511668380685094,BNCI2014-004,6,0train
258,8,9,"(2, 2, 2)",0.006390409760630591,0.11839629970742743,0.922724662828287,0.9227246628282871,BNCI2014-004,6,0train
259,9,10,"(2, 2, 2)",0.006183873461861492,0.13020149269422227,0.909900146538757,0.9099001465387571,BNCI2014-004,6,0train
260,0,1,"(1, 1, 1)",0.02236936411571038,0.04399308276089709,0.9918860525951445,0.9918860525951446,BNCI2014-004,6,1train
261,1,2,"(2, 2, 2)",0.010666567134503889,0.0521321081712855,0.9785877683416052,0.9785877683416053,BNCI2014-004,6,1train
262,2,3,"(1, 1, 1)",0.0109149513852849,0.08068443451820968,0.9766813325331076,0.9766813325331077,BNCI2014-004,6,1train
263,3,4,"(3, 8, 8)",0.005056023011132822,0.12099111534886209,0.9296422466808917,0.9296422466808918,BNCI2014-004,6,1train
264,4,5,"(3, 4, 4)",0.004694045309254175,0.14815354470909403,0.9149607428811198,0.91496074288112,BNCI2014-004,6,1train
265,5,6,"(3, 4, 4)",0.004493939446925507,0.1611349851217922,0.9018941731523334,0.9018941731523336,BNCI2014-004,6,1train
266,6,7,"(3, 16, 32)",0.0009663873610782024,1.3459748130730216,0.6862451647528188,0.6862451647528189,BNCI2014-004,6,1train
267,7,8,"(1, 1, 1)",0.0009774453352073657,1.3884937201714875,0.6857444537024816,0.6857444537024817,BNCI2014-004,6,1train
268,8,9,"(3, 4, 4)",0.0010178765143004304,1.4635027695755842,0.6768397152046088,0.676839715204609,BNCI2014-004,6,1train
269,9,10,"(2, 2, 2)",0.001044747503743962,1.4713691472365669,0.6734328391469061,0.6734328391469062,BNCI2014-004,6,1train
270,0,1,"(1, 1, 1)",0.01162191730036443,0.02295328666821975,0.9939716619570266,0.9939716619570264,BNCI2014-004,6,2train
271,1,2,"(3, 8, 8)",0.0019518497856684436,0.032218810266229234,0.9449037148554587,0.9449037148554584,BNCI2014-004,6,2train
272,2,3,"(2, 2, 2)",0.001988351929952948,0.0366788764380106,0.9388777172590944,0.9388777172590942,BNCI2014-004,6,2train
273,3,4,"(1, 1, 1)",0.002050172429751508,0.04112608347391504,0.9370001682899233,0.937000168289923,BNCI2014-004,6,2train
274,4,5,"(1, 1, 1)",0.002088173498347346,0.04266509837795464,0.9362132516990763,0.9362132516990761,BNCI2014-004,6,2train
275,5,6,"(3, 4, 4)",0.002007264840993466,0.0496008050106788,0.9229714622843608,0.9229714622843606,BNCI2014-004,6,2train
276,6,7,"(1, 1, 1)",0.0020443318945150904,0.05771204170488438,0.9218331637455691,0.9218331637455689,BNCI2014-004,6,2train
277,7,8,"(2, 2, 2)",0.002053765315667316,0.06263546758809047,0.9168723100722277,0.9168723100722275,BNCI2014-004,6,2train
278,8,9,"(1, 1, 1)",0.0021149262158071344,0.06881381653096125,0.9153559349927212,0.9153559349927209,BNCI2014-004,6,2train
279,9,10,"(1, 1, 1)",0.002174202587068457,0.07467180005748096,0.9137872099048154,0.9137872099048152,BNCI2014-004,6,2train
280,0,1,"(2, 2, 2)",0.013021471474617527,0.04386684260993227,0.9899562608767042,0.9899562608767042,BNCI2014-004,6,3test
281,1,2,"(2, 2, 2)",0.01100278606963458,0.0489032729116126,0.9844800287982389,0.9844800287982389,BNCI2014-004,6,3test
282,2,3,"(1, 1, 1)",0.010607411290423136,0.055282885157737285,0.9823052768539406,0.9823052768539406,BNCI2014-004,6,3test
283,3,4,"(3, 4, 4)",0.007356366299604027,0.07367100108743543,0.9697874852176437,0.9697874852176437,BNCI2014-004,6,3test
284,4,5,"(3, 4, 4)",0.005871813271377026,0.07574841964335645,0.9586028792554047,0.9586028792554047,BNCI2014-004,6,3test
285,5,6,"(3, 4, 4)",0.005040673785284788,0.07708673838183848,0.9498906562469429,0.9498906562469429,BNCI2014-004,6,3test
286,6,7,"(3, 4, 4)",0.004529077266717537,0.07833131462776019,0.9402091761779914,0.9402091761779914,BNCI2014-004,6,3test
287,7,8,"(2, 2, 2)",0.004438852948919811,0.07912877149165093,0.9369707583300145,0.9369707583300145,BNCI2014-004,6,3test
288,8,9,"(2, 2, 2)",0.004362789208507002,0.0797471091244209,0.9345295803169898,0.9345295803169898,BNCI2014-004,6,3test
289,9,10,"(2, 2, 2)",0.004289497438720285,0.08064984855736669,0.9299380868250504,0.9299380868250504,BNCI2014-004,6,3test
290,0,1,"(2, 2, 2)",0.011543379613345605,0.03747412059146431,0.9847746915623881,0.9847746915623881,BNCI2014-004,6,4test
291,1,2,"(1, 1, 1)",0.011222202249928502,0.03795596166547949,0.9830808289842616,0.9830808289842616,BNCI2014-004,6,4test
292,2,3,"(3, 8, 8)",0.0048199830193224776,0.05651299722407085,0.9426593144171718,0.9426593144171718,BNCI2014-004,6,4test
293,3,4,"(3, 8, 8)",0.0032010349446737266,0.07565201407755712,0.9188870785260185,0.9188870785260185,BNCI2014-004,6,4test
294,4,5,"(1, 1, 1)",0.003227120727994519,0.08356061538136969,0.9172083854809315,0.9172083854809315,BNCI2014-004,6,4test
295,5,6,"(3, 8, 8)",0.0025609223769726694,0.10276543892080552,0.893895007509515,0.893895007509515,BNCI2014-004,6,4test
296,6,7,"(1, 1, 1)",0.0025991879965215564,0.13316988630887036,0.8928822982176999,0.8928822982176999,BNCI2014-004,6,4test
297,7,8,"(3, 4, 4)",0.002500620531883751,0.13378082135550226,0.8848448922391964,0.8848448922391964,BNCI2014-004,6,4test
298,8,9,"(2, 2, 2)",0.002511107487692686,0.13518084879152134,0.8809635227978827,0.8809635227978827,BNCI2014-004,6,4test
299,9,10,"(2, 2, 2)",0.0025043971217852392,0.1403440773501088,0.8783257448926891,0.8783257448926891,BNCI2014-004,6,4test
300,0,1,"(1, 1, 1)",0.013759627453262403,0.027060600658082717,0.995724917294973,0.995724917294973,BNCI2014-004,7,0train
301,1,2,"(3, 16, 64)",0.00011343337964852262,0.5134064156974291,0.35549756668909527,0.35549756668909527,BNCI2014-004,7,0train
302,2,3,"(3, 4, 4)",0.00011440357632026569,0.5252193087274449,0.34481769542431145,0.34481769542431145,BNCI2014-004,7,0train
303,3,4,"(1, 1, 1)",0.00011481122029632156,0.5274557964749753,0.3440157657694117,0.3440157657694117,BNCI2014-004,7,0train
304,4,5,"(2, 2, 2)",0.0001152713262922435,0.5309064244786385,0.34024908882610555,0.34024908882610555,BNCI2014-004,7,0train
305,5,6,"(2, 2, 2)",0.00011572966098229238,0.5342649091084519,0.3376783153764074,0.3376783153764074,BNCI2014-004,7,0train
306,6,7,"(3, 4, 4)",0.00011611546147481838,0.5437446352333575,0.33005764638999224,0.33005764638999224,BNCI2014-004,7,0train
307,7,8,"(2, 2, 2)",0.00011635519335262843,0.5460844064582057,0.3280852209885664,0.3280852209885664,BNCI2014-004,7,0train
308,8,9,"(2, 2, 2)",0.00011668992459859988,0.5487765795894642,0.3256261919322937,0.3256261919322937,BNCI2014-004,7,0train
309,9,10,"(3, 4, 4)",0.00011693015061879877,0.5576786209980683,0.3192440893273989,0.3192440893273989,BNCI2014-004,7,0train
310,0,1,"(3, 16, 72)",9.615249274099263e-05,0.4725389365714386,3.576898863870545e-30,3.576898863870546e-30,BNCI2014-004,7,1train
311,1,2,"(1, 1, 1)",9.615249274099266e-05,0.4726680237973391,3.5511086813777715e-30,3.551108681377772e-30,BNCI2014-004,7,1train
312,2,3,"(2, 2, 2)",9.615249274099266e-05,0.4737007046995768,3.5384810759782804e-30,3.538481075978281e-30,BNCI2014-004,7,1train
313,3,4,"(2, 2, 2)",9.615249274099263e-05,0.47473335567611796,3.52418963124829e-30,3.5241896312482904e-30,BNCI2014-004,7,1train
314,4,5,"(3, 16, 64)",9.615249274099269e-05,0.8700227405792476,9.271408469345355e-31,9.271408469345356e-31,BNCI2014-004,7,1train
315,5,6,"(1, 1, 1)",9.615249274099263e-05,0.8701511858643048,9.245413760584905e-31,9.245413760584907e-31,BNCI2014-004,7,1train
316,6,7,"(2, 2, 2)",9.615249274099263e-05,0.8711787450906492,9.199260129654555e-31,9.199260129654556e-31,BNCI2014-004,7,1train
317,7,8,"(1, 1, 1)",9.615249274099263e-05,0.8713071896127117,9.184477914375196e-31,9.184477914375198e-31,BNCI2014-004,7,1train
318,8,9,"(1, 1, 1)",9.615249274099266e-05,0.871435634050174,9.17166198149873e-31,9.171661981498732e-31,BNCI2014-004,7,1train
319,9,10,"(3, 16, 64)",9.615249274099266e-05,1.265737738308376,4.558253235168414e-31,4.558253235168415e-31,BNCI2014-004,7,1train
320,0,1,"(2, 2, 2)",0.011727144232246339,0.036047674414487904,0.9821245259862792,0.982124525986279,BNCI2014-004,7,2train
321,1,2,"(2, 2, 2)",0.009919385322724737,0.04482237481612925,0.9736740672503252,0.973674067250325,BNCI2014-004,7,2train
322,2,3,"(3, 4, 4)",0.006944096531036549,0.04812400010656052,0.9567806138788373,0.9567806138788371,BNCI2014-004,7,2train
323,3,4,"(3, 4, 4)",0.005904887178054119,0.05639474061522856,0.9456881063320135,0.9456881063320133,BNCI2014-004,7,2train
324,4,5,"(2, 2, 2)",0.00570405113045497,0.05816134433804141,0.9394386763737662,0.939438676373766,BNCI2014-004,7,2train
325,5,6,"(3, 4, 4)",0.005016105246777474,0.06853481056857041,0.9297492338022654,0.9297492338022652,BNCI2014-004,7,2train
326,6,7,"(3, 4, 4)",0.004597780505396462,0.0813533185242917,0.9202641131064175,0.9202641131064173,BNCI2014-004,7,2train
327,7,8,"(3, 4, 4)",0.004190874166971435,0.09846507979212055,0.9093426801402547,0.9093426801402544,BNCI2014-004,7,2train
328,8,9,"(1, 1, 1)",0.004185936425148597,0.10654899462893638,0.9079994746250518,0.9079994746250516,BNCI2014-004,7,2train
329,9,10,"(3, 16, 64)",0.00011970433492657496,0.6319480760263922,0.2528684992594914,0.25286849925949134,BNCI2014-004,7,2train
330,0,1,"(2, 2, 2)",0.004043685001898258,0.012143812252220944,0.9883865058492183,0.9883865058492187,BNCI2014-004,7,3test
331,1,2,"(3, 16, 16)",0.0004300751186642716,0.0409757417301016,0.8412444759147375,0.8412444759147378,BNCI2014-004,7,3test
332,2,3,"(3, 16, 16)",0.00032888689582883827,0.09880048148521225,0.7128105390112288,0.7128105390112291,BNCI2014-004,7,3test
333,3,4,"(1, 1, 1)",0.0003403628311208203,0.10891637359095849,0.7117752380371217,0.7117752380371221,BNCI2014-004,7,3test
334,4,5,"(3, 4, 4)",0.0003498845352071029,0.11559957135035998,0.7004826055570175,0.7004826055570178,BNCI2014-004,7,3test
335,5,6,"(3, 4, 4)",0.0003593629123761637,0.11717825326424464,0.6929662899977647,0.692966289997765,BNCI2014-004,7,3test
336,6,7,"(1, 1, 1)",0.0003709833836618722,0.12267529931899299,0.6916302498906948,0.6916302498906951,BNCI2014-004,7,3test
337,7,8,"(1, 1, 1)",0.0003793409508587617,0.1366690772673878,0.6910623912340015,0.6910623912340018,BNCI2014-004,7,3test
338,8,9,"(3, 4, 4)",0.00038764256020499107,0.1387628941809038,0.6852034534321854,0.6852034534321857,BNCI2014-004,7,3test
339,9,10,"(3, 4, 4)",0.0003938643135208867,0.17533001780990298,0.6774212000383156,0.677421200038316,BNCI2014-004,7,3test
340,0,1,"(3, 4, 4)",0.0024688588833810606,0.018576583208225774,0.9647401560438726,0.9647401560438726,BNCI2014-004,7,4test
341,1,2,"(2, 2, 2)",0.0024442137950418455,0.02929736848599789,0.9529321809677922,0.9529321809677922,BNCI2014-004,7,4test
342,2,3,"(3, 4, 4)",0.0023670155897999065,0.03743543944023745,0.9379717971567609,0.9379717971567609,BNCI2014-004,7,4test
343,3,4,"(3, 8, 8)",0.001917333047779561,0.04604997648168871,0.9127677000320955,0.9127677000320955,BNCI2014-004,7,4test
344,4,5,"(3, 8, 8)",0.0015616932510551876,0.05919354863089983,0.8843743126189669,0.8843743126189669,BNCI2014-004,7,4test
345,5,6,"(2, 2, 2)",0.0015872625635983473,0.07110358356377161,0.8818477173755278,0.8818477173755278,BNCI2014-004,7,4test
346,6,7,"(3, 16, 72)",6.405594518139188e-05,0.40171531133402416,3.581517685822199e-30,3.581517685822199e-30,BNCI2014-004,7,4test
347,7,8,"(3, 16, 72)",6.405594518139188e-05,0.7216229224662469,1.6691192319278928e-32,1.6691192319278928e-32,BNCI2014-004,7,4test
348,8,9,"(3, 16, 72)",6.405594518139188e-05,1.0386070354032813,1.6691192319278928e-32,1.6691192319278928e-32,BNCI2014-004,7,4test
349,9,10,"(3, 8, 8)",6.405594518139188e-05,1.0561796239076988,1.6691192319278928e-32,1.6691192319278928e-32,BNCI2014-004,7,4test
350,0,1,"(3, 8, 8)",0.001138308259309793,0.00793182961368034,0.9244524987970919,0.9244524987970917,BNCI2014-004,8,0train
351,1,2,"(3, 4, 4)",0.0011534728150747735,0.015372716358058564,0.9088615504684473,0.9088615504684471,BNCI2014-004,8,0train
352,2,3,"(3, 4, 4)",0.001165487357527494,0.01747159428917783,0.8965900484274393,0.8965900484274391,BNCI2014-004,8,0train
353,3,4,"(2, 2, 2)",0.0012088928552017977,0.023206751749422123,0.8920258239274359,0.8920258239274357,BNCI2014-004,8,0train
354,4,5,"(3, 4, 4)",0.0012369771360390492,0.0284829547648647,0.8794908907128424,0.8794908907128421,BNCI2014-004,8,0train
355,5,6,"(3, 8, 8)",0.0011796063992513613,0.03441130461904642,0.8585490316938099,0.8585490316938097,BNCI2014-004,8,0train
356,6,7,"(1, 1, 1)",0.001239998873795531,0.04007015300545708,0.8570541183480475,0.8570541183480472,BNCI2014-004,8,0train
357,7,8,"(3, 8, 8)",0.0011582586396484944,0.05020023597396717,0.8393086126124608,0.8393086126124606,BNCI2014-004,8,0train
358,8,9,"(3, 4, 4)",0.0011510094077160182,0.053178973869467176,0.8299912948684941,0.8299912948684939,BNCI2014-004,8,0train
359,9,10,"(1, 1, 1)",0.0011688166863599717,0.06474866620810568,0.8291359832813939,0.8291359832813937,BNCI2014-004,8,0train
360,0,1,"(1, 1, 1)",0.01665695736840496,0.032758682824529754,0.9930642018071829,0.993064201807183,BNCI2014-004,8,1train
361,1,2,"(3, 16, 64)",0.0001530256015592107,0.6542836743801691,0.3266553676193631,0.32665536761936315,BNCI2014-004,8,1train
362,2,3,"(3, 4, 4)",0.0001556233232563368,0.6710504403294865,0.3197196548872042,0.3197196548872043,BNCI2014-004,8,1train
363,3,4,"(2, 2, 2)",0.00015683704262863074,0.6788215488760527,0.31556082517103795,0.315560825171038,BNCI2014-004,8,1train
364,4,5,"(1, 1, 1)",0.0001572557646573676,0.6810713062875495,0.3146779092785874,0.31467790927858746,BNCI2014-004,8,1train
365,5,6,"(1, 1, 1)",0.00015745394521016526,0.6831812002623494,0.3140208458945645,0.3140208458945646,BNCI2014-004,8,1train
366,6,7,"(3, 4, 4)",0.0001578504173838885,0.6948148069266351,0.3091089191779761,0.30910891917797617,BNCI2014-004,8,1train
367,7,8,"(3, 16, 64)",0.00015257712225713154,1.3338280321789864,0.11396393994579204,0.11396393994579206,BNCI2014-004,8,1train
368,8,9,"(1, 1, 1)",0.00015266020620839817,1.3352977158921635,0.11361816374382286,0.11361816374382287,BNCI2014-004,8,1train
369,9,10,"(3, 4, 4)",0.000152896104304165,1.3489530964520071,0.1113230804837816,0.11132308048378162,BNCI2014-004,8,1train
370,0,1,"(2, 2, 2)",0.013680189027716111,0.03475339635437626,0.9580312934500393,0.9580312934500393,BNCI2014-004,8,2train
371,1,2,"(3, 8, 8)",0.004234156655320245,0.04593450082770168,0.9152563068483965,0.9152563068483965,BNCI2014-004,8,2train
372,2,3,"(2, 2, 2)",0.004287753079801816,0.049178189091941084,0.9076335921187095,0.9076335921187095,BNCI2014-004,8,2train
373,3,4,"(3, 16, 72)",8.702092261701194e-05,0.6459683941286403,3.872326705075228e-30,3.872326705075228e-30,BNCI2014-004,8,2train
374,4,5,"(1, 1, 1)",8.70209226170119e-05,0.6461399020923615,3.867010607463917e-30,3.867010607463917e-30,BNCI2014-004,8,2train
375,5,6,"(1, 1, 1)",8.70209226170119e-05,0.6463114096164397,3.862454537800782e-30,3.862454537800782e-30,BNCI2014-004,8,2train
376,6,7,"(1, 1, 1)",8.70209226170119e-05,0.646482916701186,3.8581254396793295e-30,3.8581254396793295e-30,BNCI2014-004,8,2train
377,7,8,"(1, 1, 1)",8.70209226170119e-05,0.6466544233469116,3.855839906111779e-30,3.855839906111779e-30,BNCI2014-004,8,2train
378,8,9,"(1, 1, 1)",8.70209226170119e-05,0.646825929553929,3.852708798933836e-30,3.852708798933836e-30,BNCI2014-004,8,2train
379,9,10,"(1, 1, 1)",8.70209226170119e-05,0.646997435322547,3.8500072492554035e-30,3.8500072492554035e-30,BNCI2014-004,8,2train
380,0,1,"(2, 2, 2)",0.011582163535066399,0.03237290895374313,0.9578696421954692,0.9578696421954692,BNCI2014-004,8,3test
381,1,2,"(2, 2, 2)",0.008157133783441373,0.03750085476263662,0.9478559863069648,0.9478559863069648,BNCI2014-004,8,3test
382,2,3,"(1, 1, 1)",0.008072455998915118,0.044160620501262245,0.9441599811378363,0.9441599811378363,BNCI2014-004,8,3test
383,3,4,"(2, 2, 2)",0.007261581229163599,0.05235064099940634,0.9396179604995281,0.9396179604995281,BNCI2014-004,8,3test
384,4,5,"(2, 2, 2)",0.006892991076562571,0.05879691791096701,0.9320334543909238,0.9320334543909238,BNCI2014-004,8,3test
385,5,6,"(1, 1, 1)",0.006850606257963745,0.06114870417906571,0.9307194079910471,0.9307194079910471,BNCI2014-004,8,3test
386,6,7,"(2, 2, 2)",0.006488947771810872,0.06914619852887041,0.9236936164703176,0.9236936164703176,BNCI2014-004,8,3test
387,7,8,"(3, 4, 4)",0.0057962058568015555,0.07494304938394036,0.9091211866307208,0.9091211866307208,BNCI2014-004,8,3test
388,8,9,"(3, 8, 8)",0.0035604414486411096,0.09698252478644935,0.8788504249464582,0.8788504249464582,BNCI2014-004,8,3test
389,9,10,"(1, 1, 1)",0.0035831742259083243,0.10310641492611022,0.8771631881249332,0.8771631881249332,BNCI2014-004,8,3test
390,0,1,"(2, 2, 2)",0.0211996470066264,0.05919885827192144,0.9449353232266982,0.9449353232266982,BNCI2014-004,8,4test
391,1,2,"(2, 2, 2)",0.017857372249821618,0.06534717014926142,0.9357489512371356,0.9357489512371356,BNCI2014-004,8,4test
392,2,3,"(1, 1, 1)",0.01775696902353645,0.0794480720853057,0.9329960585486408,0.9329960585486408,BNCI2014-004,8,4test
393,3,4,"(3, 4, 4)",0.011401940624871,0.09135666024698078,0.9114434357119631,0.9114434357119631,BNCI2014-004,8,4test
394,4,5,"(2, 2, 2)",0.010762931979352594,0.09697045251351562,0.9065132870705983,0.9065132870705983,BNCI2014-004,8,4test
395,5,6,"(3, 4, 4)",0.00977589464468354,0.10897705125299584,0.8937491485536068,0.8937491485536068,BNCI2014-004,8,4test
396,6,7,"(3, 4, 4)",0.009003956779649033,0.11357537019633072,0.8800927764024081,0.8800927764024081,BNCI2014-004,8,4test
397,7,8,"(3, 4, 4)",0.008163082592418654,0.1254835381237946,0.8702371737832645,0.8702371737832645,BNCI2014-004,8,4test
398,8,9,"(3, 4, 4)",0.007613349659854708,0.12968461356541888,0.8627666034139571,0.8627666034139571,BNCI2014-004,8,4test
399,9,10,"(3, 4, 4)",0.007176397910775181,0.13230195307485565,0.8539178510739931,0.8539178510739931,BNCI2014-004,8,4test
400,0,1,"(1, 1, 1)",0.014131536265469195,0.027792021322089418,0.9925136238928748,0.9925136238928749,BNCI2014-004,9,0train
401,1,2,"(2, 2, 2)",0.008160518629037898,0.03164822680500382,0.9768480784257936,0.9768480784257937,BNCI2014-004,9,0train
402,2,3,"(3, 4, 4)",0.004827321218980181,0.03444064529891362,0.9355437710552528,0.9355437710552529,BNCI2014-004,9,0train
403,3,4,"(3, 4, 4)",0.004086170025224508,0.03569050406718597,0.909603966223379,0.9096039662233791,BNCI2014-004,9,0train
404,4,5,"(2, 2, 2)",0.004144355135503883,0.04080098031338144,0.9013601657111645,0.9013601657111646,BNCI2014-004,9,0train
