,subject,session,block,select,rank,n_features,fold,hoda,train_score,val_score,test_score
179,4,0,5,False,1,51,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8577251514248834,0.8058479902480726,0.8124824786369158
180,4,0,6,False,2,55,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8680159423205969,0.8050063775510206,0.8039787770867295
181,4,0,6,False,2,55,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8519080927794689,0.8088169642857143,0.7986730487690918
182,4,0,6,False,2,55,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8648495680667263,0.7936897430620418,0.8101878290122625
183,4,0,6,False,2,55,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8652139807367689,0.7736159703642724,0.7940110683099542
184,4,0,6,False,2,55,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8619124218051832,0.8068770085645988,0.8189511063118439
185,4,0,7,False,1,56,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8697465623008325,0.7978156887755101,0.8014453177726324
186,4,0,7,False,1,56,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8522450978157119,0.8071747448979593,0.8007600377942292
187,4,0,7,False,1,56,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8652159666368782,0.7931989804803141,0.8105720011213673
188,4,0,7,False,1,56,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8663191341475525,0.7690724587205344,0.7966068258039061
189,4,0,7,False,1,56,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8658812431734685,0.8088400588915098,0.8105200859714882
190,4,0,8,False,1,57,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8724217875738315,0.8018973214285715,0.8032727310483745
191,4,0,8,False,1,57,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8541471938879182,0.8023756377551021,0.8014349347426567
192,4,0,8,False,1,57,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8662118955416543,0.7956686244399765,0.8091183769247543
193,4,0,8,False,1,57,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8663330354483169,0.7688349929551823,0.7981850463602289
194,4,0,8,False,1,57,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8670747691391124,0.806924501717669,0.8112676641297464
195,4,0,9,False,2,61,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8728509733993995,0.8027901785714286,0.8027743456095358
196,4,0,9,False,2,61,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8586858587730836,0.8022480867346939,0.8049028667545765
197,4,0,9,False,2,61,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8660013901300765,0.7959694144094226,0.808152755137004
198,4,0,9,False,2,61,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8676288352695858,0.7687400066490414,0.7993687117774707
199,4,0,9,False,2,61,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8676586237712244,0.8063229217787768,0.810426638701706
200,5,0,0,False,1,1,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8569540731308558,0.8522920203735144,0.8462188515709642
201,5,0,0,False,1,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8613007372822739,0.8403760296799346,0.8431852654387866
202,5,0,0,False,1,1,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8638552867383512,0.8233352197698547,0.8437594799566631
203,5,0,0,False,1,1,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8593494545054392,0.8459252971137522,0.8441495124593716
204,5,0,0,False,1,1,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8604587184807897,0.8457366534616111,0.8533152762730228
205,5,0,1,False,2,5,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8604921241275232,0.8577469659812614,0.8472264355362946
206,5,0,1,False,2,5,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8658792759227818,0.8504055838521034,0.8474322860238352
207,5,0,1,False,2,5,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8662261051373954,0.8228007294221216,0.8455687973997833
208,5,0,1,False,2,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8642492768660002,0.8395114129409547,0.8420585048754063
209,5,0,1,False,2,5,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8648142253034018,0.8537382883732628,0.8581473456121343
210,5,0,2,False,4,21,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8693249701314217,0.8558448091555053,0.849718309859155
211,5,0,2,False,4,21,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8724542932151167,0.8512702005910835,0.8505308775731311
212,5,0,2,False,4,21,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8760748758095958,0.8230994152046783,0.8442361863488624
213,5,0,2,False,4,21,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8734328821605988,0.8328145632899453,0.8456229685807152
214,5,0,2,False,4,21,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8753586194428723,0.8510186757215619,0.8637811484290359
215,5,0,3,False,1,22,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8699616424573979,0.8563321385902032,0.8503791982665222
216,5,0,3,False,1,22,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.872753961516695,0.8514588442432246,0.8511592632719392
217,5,0,3,False,1,22,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8765543450921209,0.8236181852480664,0.8449620801733478
218,5,0,3,False,1,22,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8737138826007672,0.8330660881594667,0.8455471289274106
219,5,0,3,False,1,22,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8757447494183488,0.8502326605043073,0.8633694474539545
220,5,0,4,False,1,23,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8700579293215116,0.8563635791988933,0.8501516793066088
221,5,0,4,False,1,23,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8730320143997987,0.8520404955039929,0.8514626218851571
222,5,0,4,False,1,23,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8772116503175502,0.8242627177262153,0.845276273022752
223,5,0,4,False,1,23,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8739771976985475,0.8340879079418977,0.8454171180931744
224,5,0,4,False,1,23,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8755452980569705,0.8498868138087154,0.8643661971830986
225,5,0,5,False,4,39,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8703104367100547,0.8561277746337169,0.8479848320693393
226,5,0,5,False,4,39,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8826115748600892,0.8484405458089669,0.8560780065005418
227,5,0,5,False,4,39,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.877714700056593,0.8245614035087718,0.8493607800650055
228,5,0,5,False,4,39,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.883499772055587,0.8357228195937872,0.8643878656554713
229,5,0,5,False,4,39,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8854314044519903,0.8457838143746462,0.8694907908992416
230,5,0,6,False,2,43,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8743446598126138,0.8602936552851663,0.8495449620801734
231,5,0,6,False,2,43,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8866379378104761,0.8458309752876816,0.8539219934994583
232,5,0,6,False,2,43,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8814463073005093,0.8291517323775388,0.8559263271939327
233,5,0,6,False,2,43,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8844803260391121,0.8352826510721247,0.8637919826652221
234,5,0,6,False,2,43,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8853960337672138,0.8450921209834623,0.8692741061755147
235,5,0,7,False,1,44,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8762104634345721,0.8562849776771678,0.847172264355363
236,5,0,7,False,1,44,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8897633308180848,0.8443532666792428,0.8560130010834236
237,5,0,7,False,1,44,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8900688942337923,0.8336791800289254,0.8618093174431203
238,5,0,7,False,1,44,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8880851883292461,0.8330503678551217,0.8613867822318526
239,5,0,7,False,1,44,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8856259432182607,0.8452336037225681,0.8693932827735645
240,5,0,8,False,2,48,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8770672200213798,0.8554518015468779,0.8469014084507042
241,5,0,8,False,2,48,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8960445749229706,0.8449820788530465,0.8573781148429035
242,5,0,8,False,2,48,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.890730129535308,0.8311167704206754,0.857605633802817
243,5,0,8,False,2,48,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8944155583852103,0.842482550462177,0.8677356446370532
244,5,0,8,False,2,48,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8864139234735585,0.8460667798528579,0.8685915492957746
245,5,0,9,False,4,64,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8849656904357669,0.8563478588945482,0.8555254604550379
246,5,0,9,False,4,64,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8986335125448028,0.8461611016789284,0.8576164680390033
247,5,0,9,False,4,64,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8928730035213481,0.8290574105514683,0.8594582881906826
248,5,0,9,False,4,64,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8954658712192668,0.8418851788970635,0.867172264355363
249,5,0,9,False,4,64,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.8927216955920265,0.8469313965918379,0.8684615384615386
250,6,0,0,False,1,1,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8657077088647959,0.8489344959933195,0.839740662953155
251,6,0,0,False,1,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8709518661271982,0.8357461734693876,0.8402378270883429
252,6,0,0,False,1,1,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8682894640955071,0.8361447704081634,0.8402479732951836
253,6,0,0,False,1,1,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8659275431330092,0.8439891581632653,0.8487809332481052
254,6,0,0,False,1,1,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8648334326617932,0.8515625000000001,0.8386448726143731
255,6,0,1,False,2,5,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.893601522640306,0.8894027717557129,0.8682210655546424
256,6,0,1,False,2,5,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9012375627291667,0.8536830357142857,0.8670745441816577
257,6,0,1,False,2,5,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8958957879741687,0.8808832908163265,0.870321330370641
258,6,0,1,False,2,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.89875684692536,0.8709183673469388,0.8782455179131281
259,6,0,1,False,2,5,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.8970338225883898,0.8705835459183673,0.8702705993364381
260,6,0,2,False,8,69,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9148188376913265,0.8959708371473079,0.8763989082681439
261,6,0,2,False,8,69,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9203365787285358,0.8744100765306123,0.8719548696719731
262,6,0,2,False,8,69,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9163434748189876,0.8869738520408164,0.8828417496119078
263,6,0,2,False,8,69,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9211631512378122,0.8723373724489796,0.8844854351200805
264,6,0,2,False,8,69,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9206380580737067,0.8838807397959184,0.8718229689830457
265,6,0,3,False,8,133,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.929847935267857,0.88998088998089,0.8646293083330796
266,6,0,3,False,8,133,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9313575455188889,0.8914700255102039,0.8685558903803813
267,6,0,3,False,8,133,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9308903523614717,0.885108418367347,0.8724418876003206
268,6,0,3,False,8,133,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9328110353419643,0.8781249999999999,0.8699560669243802
269,6,0,3,False,8,133,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9295227142724515,0.8918526785714285,0.8666991345285564
270,6,0,4,False,1,134,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9315140704719388,0.8908962438374203,0.8664150407370205
271,6,0,4,False,1,134,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9318107628126227,0.8926817602040816,0.8732738765612477
272,6,0,4,False,1,134,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.931837716264012,0.8830994897959183,0.8725940807029291
273,6,0,4,False,1,134,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9336965061339069,0.8782684948979591,0.8722795482908715
274,6,0,4,False,1,134,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9306577540587405,0.8916613520408162,0.8685153055530189
275,6,0,5,False,2,138,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9328772720025511,0.8870902988550047,0.863766880751631
276,6,0,5,False,2,138,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9319764766248689,0.8925860969387756,0.8732738765612476
277,6,0,5,False,2,138,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9321312094013638,0.8821747448979592,0.8728883207013058
278,6,0,5,False,2,138,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9342775027527461,0.8808514030612244,0.8755364806866953
279,6,0,5,False,2,138,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.931621090376919,0.8913743622448981,0.872218671049828
280,6,0,6,False,4,154,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.935498046875,0.8856771209712386,0.8633407400643269
281,6,0,6,False,4,154,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9362331253924472,0.8922991071428571,0.8738623565580008
282,6,0,6,False,4,154,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9338552320143113,0.8821269132653062,0.8725433496687264
283,6,0,6,False,4,154,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9350032493883064,0.8791772959183674,0.8764699317160279
284,6,0,6,False,4,154,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9331095198592032,0.8906568877551021,0.8711330269178869
285,6,0,7,False,2,158,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9361367984693877,0.8856450032920622,0.8604592173216044
286,6,0,7,False,2,158,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9384363204745404,0.8967155612244898,0.8744203979342322
287,6,0,7,False,2,158,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9343204286197736,0.8814891581632653,0.8726752503576538
288,6,0,7,False,2,158,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9363059995387965,0.87578125,0.8760133524082022
289,6,0,7,False,2,158,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.934006969962874,0.8910714285714285,0.869134224170294
290,6,0,8,False,4,174,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9378278459821429,0.8844405903229432,0.8601751235300683
291,6,0,8,False,4,174,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9394345964519277,0.896029974489796,0.8723911565661178
292,6,0,8,False,4,174,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9356760873970652,0.8846301020408164,0.8756785275824632
293,6,0,8,False,4,174,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9368520564984272,0.8762914540816327,0.8751103399993914
294,6,0,8,False,4,174,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9346428717604696,0.891422193877551,0.8688704227924389
295,6,0,9,False,1,175,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9382782605229592,0.8849865908689438,0.8593228421554602
296,6,0,9,False,1,175,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9390213101972893,0.8926817602040816,0.8722491096703497
297,6,0,9,False,1,175,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9361402857265503,0.8865911989795919,0.8755973579277386
298,6,0,9,False,1,175,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.936941901336392,0.874968112244898,0.8744203979342322
299,6,0,9,False,1,175,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9360274805411054,0.8916135204081632,0.8689617386540042
300,7,0,0,False,1,1,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8615809233891426,0.8292078804569232,0.822216513970945
301,7,0,0,False,1,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8594561136478944,0.8426027017778285,0.825089667113813
302,7,0,0,False,1,1,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8579756468797566,0.8424234523440938,0.8233581642263893
303,7,0,0,False,1,1,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8630224858110355,0.8179715302491104,0.8240716956360419
304,7,0,0,False,1,1,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8556471723220902,0.8551116143642834,0.8232439992008449
305,7,0,1,False,8,65,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.8997554540842212,0.8610979842586406,0.8657894987204003
306,7,0,1,False,8,65,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9021938102486048,0.8553620023791288,0.8681489092483184
307,7,0,1,False,8,65,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.900156265854896,0.8494793618720159,0.8613085214677816
308,7,0,1,False,8,65,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.8966805498090347,0.8915884826916854,0.8719163550912844
309,7,0,1,False,8,65,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9043567720219948,0.8481559365901002,0.8681774505047046
310,7,0,2,False,1,66,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9017442922374429,0.8637215441523948,0.8707651910837115
311,7,0,2,False,1,66,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9029791983764587,0.8631512050450567,0.8726298865009372
312,7,0,2,False,1,66,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9025235920852359,0.8543516873889877,0.8685484868377239
313,7,0,2,False,1,66,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.8973880919438805,0.8949369136201877,0.8751510308150432
314,7,0,2,False,1,66,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=1)",0.9053184600386098,0.8601099967648012,0.8741901418500443
315,7,0,3,False,8,130,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9091922881785894,0.8694738214349732,0.8698708983836135
316,7,0,3,False,8,130,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9101998985286657,0.8622223670702495,0.8747324257213802
317,7,0,3,False,8,130,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9089913749365806,0.8566819300275392,0.8733529316627184
318,7,0,3,False,8,130,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9019129052229011,0.8929149142672275,0.871421639980592
319,7,0,3,False,8,130,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9118784735388391,0.8567615658362989,0.8705749160411375
320,7,0,4,False,2,134,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9094804667681379,0.8719018364919257,0.8714787224933641
321,7,0,4,False,2,134,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9103795027904615,0.8624342073101179,0.8744850681660341
322,7,0,4,False,2,134,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9095778792491122,0.8570567242980756,0.8726394002530659
323,7,0,4,False,2,134,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9027485368821585,0.8910384988676804,0.8702229072123756
324,7,0,4,False,2,134,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9125900820077932,0.8603041087026851,0.8716880250401956
325,7,0,5,False,4,150,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9106889903602233,0.8724721755992635,0.8732577941414315
326,7,0,5,False,4,150,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9137960426179603,0.8647644499486695,0.8726869690137093
327,7,0,5,False,4,150,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.911197361745307,0.8579366760636824,0.8755125533959339
328,7,0,5,False,4,150,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9035831519578891,0.8910870268521514,0.8704702647677218
329,7,0,5,False,4,150,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9147127084123302,0.8588482691685537,0.8740664630723711
330,7,0,6,False,8,214,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9160517503805174,0.8757638470187561,0.8771108637535557
331,7,0,6,False,8,214,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9198822932521563,0.8646014959180015,0.8752651958405875
332,7,0,6,False,8,214,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9188564180618974,0.8585559013802206,0.878794797880336
333,7,0,6,False,8,214,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9108649397623431,0.8901164671627305,0.8764353873524179
334,7,0,6,False,8,214,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9192954669523944,0.858735037204788,0.8756076909172208
335,7,0,7,False,8,278,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9182962962962963,0.8781429758665081,0.8778909914281093
336,7,0,7,False,8,278,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9244870624048708,0.8627275245653201,0.8763592773353883
337,7,0,7,False,8,278,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9221085743277524,0.8570078380888752,0.880136236930483
338,7,0,7,False,8,278,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9143691031801783,0.8890488515043675,0.8793656230080581
339,7,0,7,False,8,278,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9217393337514881,0.8624555160142349,0.8766066348907344
340,7,0,8,False,2,282,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.918416032470827,0.8782896344941094,0.8783000827696434
341,7,0,8,False,2,282,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9248442415017759,0.8618964590089137,0.877643633872763
342,7,0,8,False,2,282,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9222201927955352,0.8569752472827415,0.8802028331953838
343,7,0,8,False,2,282,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.914734056666399,0.8904238110643805,0.8799935306485525
344,7,0,8,False,2,282,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9219152027016724,0.8631187318020058,0.877995642701525
345,7,0,9,False,8,346,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9201045154743784,0.8780452034481072,0.8780241839579112
346,7,0,9,False,8,346,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.925871131405378,0.8598595336255642,0.8777007163855352
347,7,0,9,False,8,346,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9271222729578894,0.8560464093079342,0.8783952202909306
348,7,0,9,False,8,346,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9188441038663722,0.8862827563895179,0.8819628773391939
349,7,0,9,False,8,346,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9232021974469521,0.8673891944354578,0.8795273567942461
350,8,0,0,False,8,64,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9492232578783842,0.9572005516154453,0.9444283835831057
351,8,0,0,False,8,64,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9494946712174318,0.9382716049382717,0.9409126092268094
352,8,0,0,False,8,64,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.950327937225782,0.947414734303453,0.9395230856748514
353,8,0,0,False,8,64,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9538843387485229,0.9290335196441083,0.9407633986440488
354,8,0,0,False,8,64,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9548135623714523,0.9163068098489416,0.9377418843431471
355,8,0,1,False,8,128,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9618694869165506,0.9592362752823745,0.9546679598250506
356,8,0,1,False,8,128,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.960468545132671,0.9598929603362227,0.9522619391780363
357,8,0,1,False,8,128,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9612792822999767,0.9520915149836231,0.9485036976247541
358,8,0,1,False,8,128,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9652241381425342,0.9335473462936106,0.9482705560891906
359,8,0,1,False,8,128,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9674342387726479,0.925252986132612,0.9475618058210779
360,8,0,2,False,8,192,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9652999066378927,0.9590885211452587,0.957335098991896
