,index,block,rank,F_tr,F_rt,mse,nmse,dataset,subject,session
42,2,3,"(1, 1)",9.331110729278245e-05,0.0003937126060488188,4.842338053952616e-11,0.9899513893026533,BNCI2014-008,3,0
43,3,4,"(1, 1)",7.137330719845363e-05,0.0004069015585981195,4.8249557256620375e-11,0.9863978042681415,BNCI2014-008,3,0
44,4,5,"(1, 1)",6.685714299751185e-05,0.0004200823017539463,4.8206211219464895e-11,0.9855116523881048,BNCI2014-008,3,0
45,5,6,"(1, 1)",6.587379293748855e-05,0.0004202550470167736,4.8174683041746625e-11,0.9848671008721505,BNCI2014-008,3,0
46,6,7,"(1, 1)",6.492769869421431e-05,0.000420262557116311,4.816613264295115e-11,0.9846922993801365,BNCI2014-008,3,0
47,7,8,"(1, 1)",6.052990628659708e-05,0.0004229273009071881,4.812888816254767e-11,0.9839308856847588,BNCI2014-008,3,0
48,8,9,"(1, 1)",5.539036582255004e-05,0.00043080147125567286,4.808507450640949e-11,0.983035173958705,BNCI2014-008,3,0
49,9,10,"(1, 1)",4.7126123387791963e-05,0.00043699412507714044,4.782963768220125e-11,0.9778131089936702,BNCI2014-008,3,0
50,10,11,"(1, 1)",4.257250714708948e-05,0.00043823697647103,4.760076412018822e-11,0.9731340944728955,BNCI2014-008,3,0
51,11,12,"(1, 1)",4.200713315204802e-05,0.00043914793797988254,4.755885133399778e-11,0.9722772434960227,BNCI2014-008,3,0
52,12,13,"(1, 1)",4.0668324958959865e-05,0.00044001404134939024,4.7462321196950734e-11,0.9703038136731855,BNCI2014-008,3,0
53,13,14,"(1, 1)",4.053722022467175e-05,0.00044007828807132943,4.743504158007543e-11,0.9697461183135377,BNCI2014-008,3,0
54,14,15,"(1, 1)",4.0304235894419286e-05,0.0004402603743120917,4.742447780070625e-11,0.9695301559427513,BNCI2014-008,3,0
55,15,16,"(1, 1)",3.827250708294288e-05,0.0004434205710463043,4.7250756284777556e-11,0.965978651398268,BNCI2014-008,3,0
56,16,17,"(1, 1)",3.8073276510936306e-05,0.0004436125281684832,4.719315735614906e-11,0.96480111817397,BNCI2014-008,3,0
57,17,18,"(4, 4)",2.1691465833725682e-05,0.00044525045384746065,4.661774111083973e-11,0.953037500988955,BNCI2014-008,3,0
58,18,19,"(1, 1)",2.1657727125066612e-05,0.00044542080561365177,4.6574655797310965e-11,0.9521566792555048,BNCI2014-008,3,0
59,19,20,"(1, 1)",2.1523351039195742e-05,0.00044576509822730084,4.64234495538773e-11,0.9490654694083069,BNCI2014-008,3,0
60,0,1,"(1, 1)",9.99289279030744e-05,0.00019976268539862214,7.48067280008218e-11,0.9971954582483615,BNCI2014-008,4,0
61,1,2,"(2, 2)",4.940817457161257e-05,0.00022096720054504037,7.444897387792907e-11,0.9924264916586941,BNCI2014-008,4,0
62,2,3,"(4, 4)",1.8591915845720885e-05,0.00024287065926623745,7.229976821247498e-11,0.9637769545688094,BNCI2014-008,4,0
63,3,4,"(2, 2)",1.89657004426986e-05,0.0002525006014752259,7.191227135464451e-11,0.9586115086652028,BNCI2014-008,4,0
64,4,5,"(4, 4)",1.4106491188066622e-05,0.00026599241826143693,7.045750886536697e-11,0.9392191012453553,BNCI2014-008,4,0
65,5,6,"(1, 1)",1.4167606387512055e-05,0.0002694152975461986,7.030527502731191e-11,0.9371897798733718,BNCI2014-008,4,0
66,6,7,"(2, 2)",1.424076180137016e-05,0.00027021767226001134,7.020238649505829e-11,0.9358182457906618,BNCI2014-008,4,0
67,7,8,"(2, 2)",1.43282322130735e-05,0.0002704708709186774,7.014392869043531e-11,0.9350389862397219,BNCI2014-008,4,0
68,8,9,"(2, 2)",1.4384585666656488e-05,0.00027569793848436275,6.9605197431027e-11,0.9278575417432792,BNCI2014-008,4,0
69,9,10,"(4, 4)",1.4291801811821856e-05,0.00027858262876964294,6.889332674188007e-11,0.9183680982527197,BNCI2014-008,4,0
70,10,11,"(4, 4)",1.253813945885671e-05,0.0002842604377761131,6.810835130036614e-11,0.907904147134505,BNCI2014-008,4,0
71,11,12,"(2, 2)",1.2596429369467174e-05,0.00028494191162383163,6.800662500616449e-11,0.9065481060233203,BNCI2014-008,4,0
72,12,13,"(1, 1)",1.2598877798746597e-05,0.00028565144872186624,6.78161108877413e-11,0.9040084973717869,BNCI2014-008,4,0
73,13,14,"(2, 2)",1.2602670768374386e-05,0.0002880540905335505,6.760160595326877e-11,0.9011490841593078,BNCI2014-008,4,0
74,14,15,"(4, 4)",1.194348641655104e-05,0.0002957650783354939,6.671999070848304e-11,0.8893968963345283,BNCI2014-008,4,0
75,15,16,"(2, 2)",1.1971996529982063e-05,0.00029596216506351595,6.652572659794279e-11,0.8868072991965641,BNCI2014-008,4,0
76,16,17,"(1, 1)",1.2007399617711948e-05,0.0002959806327461779,6.647744263100166e-11,0.8861636598632227,BNCI2014-008,4,0
77,17,18,"(4, 4)",1.0827197952404837e-05,0.000305240540223355,6.61990094178059e-11,0.8824520640877562,BNCI2014-008,4,0
78,18,19,"(4, 4)",1.0235777051195935e-05,0.00031359480248369835,6.594087518550924e-11,0.8790110596361002,BNCI2014-008,4,0
79,19,20,"(1, 1)",1.0227460159155265e-05,0.0003145375400936357,6.59138431912068e-11,0.878650715283845,BNCI2014-008,4,0
80,0,1,"(1, 1)",0.00012764775887781412,0.0002551739484614589,4.448010319021555e-11,0.9908005930284881,BNCI2014-008,5,0
81,1,2,"(4, 4)",3.277490425427756e-05,0.00029552880752181453,4.334247374381966e-11,0.9654597361218507,BNCI2014-008,5,0
82,2,3,"(4, 4)",2.7046515964507e-05,0.0003177168620863071,4.19582974257347e-11,0.9346270127590091,BNCI2014-008,5,0
83,3,4,"(8, 8)",3.992705966958155e-06,0.00034803397745009643,3.8611027569015515e-11,0.8600661030218821,BNCI2014-008,5,0
84,4,5,"(4, 4)",4.001240400088015e-06,0.0003556162731103362,3.844568223272085e-11,0.8563830122575764,BNCI2014-008,5,0
85,5,6,"(8, 8)",3.931555097581634e-06,0.0003669671510652795,3.681431889911969e-11,0.820044163144193,BNCI2014-008,5,0
86,6,7,"(8, 8)",4.185851142643063e-06,0.0003698104026482979,3.602220515567904e-11,0.8023997174154869,BNCI2014-008,5,0
87,7,8,"(2, 2)",4.194101858752272e-06,0.00037350245995176044,3.5794334750587695e-11,0.7973238718956903,BNCI2014-008,5,0
88,8,9,"(2, 2)",4.201870323632351e-06,0.0003764948055693207,3.5633977789898276e-11,0.7937518979039062,BNCI2014-008,5,0
89,9,10,"(8, 8)",3.943118847295146e-06,0.0003845614559260983,3.42768029657592e-11,0.7635206366397433,BNCI2014-008,5,0
90,10,11,"(4, 4)",3.950081210317607e-06,0.00039030801447390885,3.416197397658619e-11,0.7609628046562396,BNCI2014-008,5,0
91,11,12,"(2, 2)",3.954370559967381e-06,0.00039180580320502783,3.412096911583063e-11,0.7600494155802314,BNCI2014-008,5,0
92,12,13,"(2, 2)",3.956754245127276e-06,0.0003920104718632865,3.402147900604344e-11,0.7578332593056817,BNCI2014-008,5,0
93,13,14,"(1, 1)",3.95769345556016e-06,0.00039220767103865216,3.3927346976702865e-11,0.7557364550313127,BNCI2014-008,5,0
94,14,15,"(4, 4)",3.959776549200229e-06,0.00039540063579574376,3.37380869946725e-11,0.7515206621490358,BNCI2014-008,5,0
