,block,rank,fold,n_features_orig,n_features,hoda,train_score,val_score,dataset,subject,session
3388,9,"(1, 1)",2,109,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9241646825396825,0.8192380952380952,BNCI2015-003,1,0
3389,9,"(2, 2)",2,112,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9235972222222222,0.8210793650793651,BNCI2015-003,1,0
3390,9,"(4, 4)",2,124,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9229583333333332,0.8301904761904763,BNCI2015-003,1,0
3391,9,"(8, 8)",2,172,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9275238095238095,0.8148571428571428,BNCI2015-003,1,0
3392,9,"(1, 1)",3,109,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9153730158730159,0.8086666666666666,BNCI2015-003,1,0
3393,9,"(2, 2)",3,112,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9153869047619048,0.8062857142857143,BNCI2015-003,1,0
3394,9,"(4, 4)",3,124,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9160932539682539,0.8121587301587302,BNCI2015-003,1,0
3395,9,"(8, 8)",3,172,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9198174603174603,0.8211428571428572,BNCI2015-003,1,0
3396,9,"(1, 1)",4,109,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9354226190476189,0.762063492063492,BNCI2015-003,1,0
3397,9,"(2, 2)",4,112,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9352619047619047,0.7600317460317461,BNCI2015-003,1,0
3398,9,"(4, 4)",4,124,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9352400793650794,0.758,BNCI2015-003,1,0
3399,9,"(8, 8)",4,172,22,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9386845238095237,0.7531428571428571,BNCI2015-003,1,0
3400,10,"(1, 1)",0,125,15,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9237222222222222,0.7747936507936509,BNCI2015-003,1,0
3401,10,"(2, 2)",0,128,15,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9226646825396826,0.768031746031746,BNCI2015-003,1,0
3402,10,"(4, 4)",0,140,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9230218253968253,0.7696825396825396,BNCI2015-003,1,0
3403,10,"(8, 8)",0,188,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9244484126984127,0.7691111111111111,BNCI2015-003,1,0
3404,10,"(1, 1)",1,125,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9278789682539683,0.7811746031746033,BNCI2015-003,1,0
3405,10,"(2, 2)",1,128,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9286944444444444,0.7832698412698413,BNCI2015-003,1,0
3406,10,"(4, 4)",1,140,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9304305555555555,0.776984126984127,BNCI2015-003,1,0
3407,10,"(8, 8)",1,188,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9329365079365078,0.7786349206349207,BNCI2015-003,1,0
3408,10,"(1, 1)",2,125,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9234503968253968,0.8258412698412698,BNCI2015-003,1,0
3409,10,"(2, 2)",2,128,22,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9241746031746033,0.8262222222222223,BNCI2015-003,1,0
3410,10,"(4, 4)",2,140,23,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9247996031746032,0.8293015873015873,BNCI2015-003,1,0
3411,10,"(8, 8)",2,188,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9278968253968254,0.8296825396825397,BNCI2015-003,1,0
3412,10,"(1, 1)",3,125,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9160615079365079,0.8126984126984127,BNCI2015-003,1,0
3413,10,"(2, 2)",3,128,22,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9164960317460318,0.8132698412698414,BNCI2015-003,1,0
3414,10,"(4, 4)",3,140,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9167103174603175,0.8112063492063493,BNCI2015-003,1,0
3415,10,"(8, 8)",3,188,31,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9201607142857142,0.8151111111111111,BNCI2015-003,1,0
3416,10,"(1, 1)",4,125,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9352281746031746,0.7588253968253968,BNCI2015-003,1,0
3417,10,"(2, 2)",4,128,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9356369047619048,0.7601269841269841,BNCI2015-003,1,0
3418,10,"(4, 4)",4,140,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9356111111111111,0.7566349206349205,BNCI2015-003,1,0
3419,10,"(8, 8)",4,188,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9372043650793651,0.7517777777777778,BNCI2015-003,1,0
3420,11,"(1, 1)",0,126,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.923563492063492,0.773904761904762,BNCI2015-003,1,0
3421,11,"(2, 2)",0,129,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9242539682539682,0.7759047619047619,BNCI2015-003,1,0
3422,11,"(4, 4)",0,141,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9237698412698413,0.7747301587301588,BNCI2015-003,1,0
3423,11,"(8, 8)",0,189,19,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9234642857142857,0.7733650793650794,BNCI2015-003,1,0
3424,11,"(1, 1)",1,126,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9284662698412698,0.777968253968254,BNCI2015-003,1,0
3425,11,"(2, 2)",1,129,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9284920634920635,0.778,BNCI2015-003,1,0
3426,11,"(4, 4)",1,141,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9298174603174604,0.783968253968254,BNCI2015-003,1,0
3427,11,"(8, 8)",1,189,30,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9340595238095238,0.7799365079365079,BNCI2015-003,1,0
3428,11,"(1, 1)",2,126,22,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9257777777777778,0.8254603174603176,BNCI2015-003,1,0
3429,11,"(2, 2)",2,129,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9247678571428573,0.8244126984126984,BNCI2015-003,1,0
3430,11,"(4, 4)",2,141,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9240416666666665,0.825968253968254,BNCI2015-003,1,0
3431,11,"(8, 8)",2,189,28,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9274583333333334,0.8207936507936509,BNCI2015-003,1,0
3432,11,"(1, 1)",3,126,22,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9163075396825398,0.806952380952381,BNCI2015-003,1,0
3433,11,"(2, 2)",3,129,23,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9156408730158729,0.8095238095238095,BNCI2015-003,1,0
3434,11,"(4, 4)",3,141,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9167123015873015,0.8104444444444445,BNCI2015-003,1,0
3435,11,"(8, 8)",3,189,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9204503968253968,0.8168253968253968,BNCI2015-003,1,0
3436,11,"(1, 1)",4,126,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9354107142857142,0.7595238095238096,BNCI2015-003,1,0
3437,11,"(2, 2)",4,129,19,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9357976190476189,0.762920634920635,BNCI2015-003,1,0
3438,11,"(4, 4)",4,141,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9364246031746031,0.7643809523809524,BNCI2015-003,1,0
3439,11,"(8, 8)",4,189,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9368750000000001,0.7514920634920634,BNCI2015-003,1,0
3440,12,"(1, 1)",0,142,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9235992063492064,0.7746031746031746,BNCI2015-003,1,0
3441,12,"(2, 2)",0,145,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9236904761904761,0.7743809523809524,BNCI2015-003,1,0
3442,12,"(4, 4)",0,157,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9237103174603174,0.7749206349206349,BNCI2015-003,1,0
3443,12,"(8, 8)",0,205,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9238492063492063,0.7726031746031746,BNCI2015-003,1,0
3444,12,"(1, 1)",1,142,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9302936507936508,0.775968253968254,BNCI2015-003,1,0
3445,12,"(2, 2)",1,145,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.931468253968254,0.7753333333333333,BNCI2015-003,1,0
3446,12,"(4, 4)",1,157,30,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9304940476190476,0.7748253968253968,BNCI2015-003,1,0
3447,12,"(8, 8)",1,205,33,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9329345238095238,0.784031746031746,BNCI2015-003,1,0
3448,12,"(1, 1)",2,142,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9239920634920635,0.824095238095238,BNCI2015-003,1,0
3449,12,"(2, 2)",2,145,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9259464285714285,0.8295555555555555,BNCI2015-003,1,0
3450,12,"(4, 4)",2,157,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9234424603174604,0.819936507936508,BNCI2015-003,1,0
3451,12,"(8, 8)",2,205,33,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9266805555555556,0.8283809523809523,BNCI2015-003,1,0
3452,12,"(1, 1)",3,142,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.916781746031746,0.8080317460317461,BNCI2015-003,1,0
3453,12,"(2, 2)",3,145,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9167460317460318,0.8099047619047619,BNCI2015-003,1,0
3454,12,"(4, 4)",3,157,32,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.922063492063492,0.8098095238095239,BNCI2015-003,1,0
3455,12,"(8, 8)",3,205,36,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9222857142857143,0.813936507936508,BNCI2015-003,1,0
3456,12,"(1, 1)",4,142,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9365575396825396,0.7632380952380953,BNCI2015-003,1,0
3457,12,"(2, 2)",4,145,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9367678571428573,0.761904761904762,BNCI2015-003,1,0
3458,12,"(4, 4)",4,157,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9374246031746032,0.7646031746031746,BNCI2015-003,1,0
3459,12,"(8, 8)",4,205,34,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9375119047619047,0.7572063492063493,BNCI2015-003,1,0
3460,13,"(1, 1)",0,206,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9237777777777778,0.7718412698412698,BNCI2015-003,1,0
3461,13,"(2, 2)",0,209,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9241924603174603,0.7735873015873016,BNCI2015-003,1,0
3462,13,"(4, 4)",0,221,23,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9242242063492063,0.7716507936507936,BNCI2015-003,1,0
3463,13,"(8, 8)",0,269,23,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9234642857142857,0.7730158730158729,BNCI2015-003,1,0
3464,13,"(1, 1)",1,206,34,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9311210317460317,0.7813650793650794,BNCI2015-003,1,0
3465,13,"(2, 2)",1,209,34,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9348353174603176,0.7725396825396825,BNCI2015-003,1,0
3466,13,"(4, 4)",1,221,35,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9344424603174603,0.7754603174603174,BNCI2015-003,1,0
3467,13,"(8, 8)",1,269,39,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.935595238095238,0.7747301587301587,BNCI2015-003,1,0
3468,13,"(1, 1)",2,206,34,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9267698412698413,0.8285396825396826,BNCI2015-003,1,0
3469,13,"(2, 2)",2,209,37,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9268353174603174,0.8268571428571428,BNCI2015-003,1,0
3470,13,"(4, 4)",2,221,40,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9266488095238096,0.8223492063492064,BNCI2015-003,1,0
3471,13,"(8, 8)",2,269,36,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9270734126984128,0.8277460317460317,BNCI2015-003,1,0
3472,13,"(1, 1)",3,206,37,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9233313492063492,0.8133333333333332,BNCI2015-003,1,0
3473,13,"(2, 2)",3,209,37,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9225595238095238,0.8152380952380953,BNCI2015-003,1,0
3474,13,"(4, 4)",3,221,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9273015873015873,0.8140952380952381,BNCI2015-003,1,0
3475,13,"(8, 8)",3,269,42,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9226190476190477,0.820031746031746,BNCI2015-003,1,0
3476,13,"(1, 1)",4,206,35,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9376071428571429,0.7568571428571429,BNCI2015-003,1,0
3477,13,"(2, 2)",4,209,36,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9376527777777778,0.7567619047619047,BNCI2015-003,1,0
3478,13,"(4, 4)",4,221,37,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9379960317460319,0.7564444444444445,BNCI2015-003,1,0
3479,13,"(8, 8)",4,269,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9401210317460317,0.760984126984127,BNCI2015-003,1,0
3480,14,"(1, 1)",0,270,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9237579365079366,0.7718095238095238,BNCI2015-003,1,0
3481,14,"(2, 2)",0,273,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9229027777777777,0.7747619047619048,BNCI2015-003,1,0
3482,14,"(4, 4)",0,285,28,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.922875,0.7762539682539682,BNCI2015-003,1,0
3483,14,"(8, 8)",0,333,24,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9235416666666667,0.7726031746031746,BNCI2015-003,1,0
3484,14,"(1, 1)",1,270,40,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9348908730158731,0.7743174603174604,BNCI2015-003,1,0
3485,14,"(2, 2)",1,273,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9352519841269843,0.7747936507936507,BNCI2015-003,1,0
3486,14,"(4, 4)",1,285,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9360694444444445,0.7708571428571429,BNCI2015-003,1,0
3487,14,"(8, 8)",1,333,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9363194444444444,0.7739365079365079,BNCI2015-003,1,0
3488,14,"(1, 1)",2,270,37,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9270853174603175,0.8273333333333333,BNCI2015-003,1,0
3489,14,"(2, 2)",2,273,38,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9271448412698412,0.8272063492063492,BNCI2015-003,1,0
3490,14,"(4, 4)",2,285,39,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9271646825396825,0.8285079365079365,BNCI2015-003,1,0
3491,14,"(8, 8)",2,333,39,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9274523809523809,0.8254285714285715,BNCI2015-003,1,0
3492,14,"(1, 1)",3,270,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9241309523809524,0.8109841269841269,BNCI2015-003,1,0
3493,14,"(2, 2)",3,273,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9267162698412699,0.810952380952381,BNCI2015-003,1,0
3494,14,"(4, 4)",3,285,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9239603174603175,0.8135238095238095,BNCI2015-003,1,0
3495,14,"(8, 8)",3,333,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9268412698412698,0.8235238095238095,BNCI2015-003,1,0
3496,14,"(1, 1)",4,270,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9404623015873016,0.7607619047619048,BNCI2015-003,1,0
3497,14,"(2, 2)",4,273,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9402460317460317,0.7603174603174603,BNCI2015-003,1,0
3498,14,"(4, 4)",4,285,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9405496031746031,0.7623492063492063,BNCI2015-003,1,0
3499,14,"(8, 8)",4,333,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9408095238095238,0.763968253968254,BNCI2015-003,1,0
3500,15,"(1, 1)",0,334,25,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9241309523809524,0.7657142857142857,BNCI2015-003,1,0
3501,15,"(2, 2)",0,337,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9243214285714285,0.7610476190476191,BNCI2015-003,1,0
3502,15,"(4, 4)",0,349,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9228789682539683,0.7705079365079365,BNCI2015-003,1,0
3503,15,"(8, 8)",0,397,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9233690476190476,0.7674285714285715,BNCI2015-003,1,0
3504,15,"(1, 1)",1,334,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9359166666666666,0.776952380952381,BNCI2015-003,1,0
3505,15,"(2, 2)",1,337,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9362638888888888,0.7766984126984128,BNCI2015-003,1,0
3506,15,"(4, 4)",1,349,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9354781746031746,0.7746031746031746,BNCI2015-003,1,0
3507,15,"(8, 8)",1,397,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9359305555555556,0.7769841269841269,BNCI2015-003,1,0
3508,15,"(1, 1)",2,334,40,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9270198412698412,0.8249523809523809,BNCI2015-003,1,0
3509,15,"(2, 2)",2,337,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9272460317460319,0.8264126984126985,BNCI2015-003,1,0
3510,15,"(4, 4)",2,349,42,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9276825396825397,0.8247619047619047,BNCI2015-003,1,0
3511,15,"(8, 8)",2,397,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9275773809523811,0.8252380952380953,BNCI2015-003,1,0
3512,15,"(1, 1)",3,334,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9274027777777778,0.8291111111111111,BNCI2015-003,1,0
3513,15,"(2, 2)",3,337,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9265099206349208,0.824952380952381,BNCI2015-003,1,0
3514,15,"(4, 4)",3,349,57,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.927390873015873,0.8210793650793651,BNCI2015-003,1,0
3515,15,"(8, 8)",3,397,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9281349206349206,0.8194603174603174,BNCI2015-003,1,0
3516,15,"(1, 1)",4,334,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9417599206349205,0.7655238095238095,BNCI2015-003,1,0
3517,15,"(2, 2)",4,337,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9409107142857143,0.7657142857142857,BNCI2015-003,1,0
3518,15,"(4, 4)",4,349,56,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9414345238095239,0.7640317460317461,BNCI2015-003,1,0
3519,15,"(8, 8)",4,397,63,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9421686507936508,0.7653015873015874,BNCI2015-003,1,0
3520,16,"(1, 1)",0,335,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9242063492063491,0.7646031746031746,BNCI2015-003,1,0
3521,16,"(2, 2)",0,338,26,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9246011904761904,0.7595873015873016,BNCI2015-003,1,0
3522,16,"(4, 4)",0,350,30,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9235833333333334,0.7646349206349207,BNCI2015-003,1,0
3523,16,"(8, 8)",0,398,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9234305555555556,0.7633650793650794,BNCI2015-003,1,0
3524,16,"(1, 1)",1,335,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9359107142857143,0.776952380952381,BNCI2015-003,1,0
3525,16,"(2, 2)",1,338,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9358234126984127,0.7767619047619048,BNCI2015-003,1,0
3526,16,"(4, 4)",1,350,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9355456349206349,0.7757460317460317,BNCI2015-003,1,0
3527,16,"(8, 8)",1,398,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9358194444444444,0.7758412698412698,BNCI2015-003,1,0
3528,16,"(1, 1)",2,335,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9276726190476189,0.823936507936508,BNCI2015-003,1,0
3529,16,"(2, 2)",2,338,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9274761904761905,0.8229206349206349,BNCI2015-003,1,0
3530,16,"(4, 4)",2,350,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9274345238095238,0.8236825396825396,BNCI2015-003,1,0
3531,16,"(8, 8)",2,398,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9271944444444444,0.824857142857143,BNCI2015-003,1,0
3532,16,"(1, 1)",3,335,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.92725,0.8291746031746032,BNCI2015-003,1,0
3533,16,"(2, 2)",3,338,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9269742063492062,0.8297777777777777,BNCI2015-003,1,0
3534,16,"(4, 4)",3,350,58,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9263571428571429,0.8252380952380953,BNCI2015-003,1,0
3535,16,"(8, 8)",3,398,58,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9295992063492065,0.8208253968253968,BNCI2015-003,1,0
3536,16,"(1, 1)",4,335,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9419821428571429,0.7629841269841271,BNCI2015-003,1,0
3537,16,"(2, 2)",4,338,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9417222222222222,0.7643492063492063,BNCI2015-003,1,0
3538,16,"(4, 4)",4,350,61,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9424623015873016,0.7591746031746032,BNCI2015-003,1,0
3539,16,"(8, 8)",4,398,61,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9420873015873016,0.7590793650793651,BNCI2015-003,1,0
3540,17,"(1, 1)",0,336,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.924311507936508,0.7668571428571429,BNCI2015-003,1,0
3541,17,"(2, 2)",0,339,27,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.924234126984127,0.7624444444444445,BNCI2015-003,1,0
3542,17,"(4, 4)",0,351,29,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9235059523809523,0.7717460317460318,BNCI2015-003,1,0
3543,17,"(8, 8)",0,399,28,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.9234761904761906,0.7597142857142857,BNCI2015-003,1,0
3544,17,"(1, 1)",1,336,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.9357142857142857,0.7761904761904762,BNCI2015-003,1,0
3545,17,"(2, 2)",1,339,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.9354662698412699,0.7765396825396825,BNCI2015-003,1,0
3546,17,"(4, 4)",1,351,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.9354623015873017,0.7766666666666666,BNCI2015-003,1,0
