,block,rank,fold,n_features_orig,n_features,hoda,train_score,val_score,dataset,subject,session
1495,14,"(8, 8)",3,159,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8637506377551022,0.7874489795918367,BNCI2014-008,4,0
1496,14,"(1, 1)",4,96,41,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8567455357142857,0.8019897959183674,BNCI2014-008,4,0
1497,14,"(2, 2)",4,99,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8567308673469388,0.8006326530612247,BNCI2014-008,4,0
1498,14,"(4, 4)",4,111,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8573590561224491,0.8051326530612245,BNCI2014-008,4,0
1499,14,"(8, 8)",4,159,50,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8576524234693879,0.8020918367346939,BNCI2014-008,4,0
1500,15,"(1, 1)",0,112,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8610159438775509,0.8147448979591837,BNCI2014-008,4,0
1501,15,"(2, 2)",0,115,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8619591836734695,0.8189285714285715,BNCI2014-008,4,0
1502,15,"(4, 4)",0,127,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8622589285714286,0.8187448979591837,BNCI2014-008,4,0
1503,15,"(8, 8)",0,175,58,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8623112244897958,0.8139387755102041,BNCI2014-008,4,0
1504,15,"(1, 1)",1,112,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8623654336734694,0.8186326530612246,BNCI2014-008,4,0
1505,15,"(2, 2)",1,115,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8624132653061224,0.8183877551020408,BNCI2014-008,4,0
1506,15,"(4, 4)",1,127,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8639540816326531,0.816265306122449,BNCI2014-008,4,0
1507,15,"(8, 8)",1,175,60,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8652991071428571,0.8173163265306123,BNCI2014-008,4,0
1508,15,"(1, 1)",2,112,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8637257653061224,0.7929795918367347,BNCI2014-008,4,0
1509,15,"(2, 2)",2,115,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8653794642857142,0.795030612244898,BNCI2014-008,4,0
1510,15,"(4, 4)",2,127,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8647633928571429,0.7920714285714285,BNCI2014-008,4,0
1511,15,"(8, 8)",2,175,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8660797193877551,0.7896020408163265,BNCI2014-008,4,0
1512,15,"(1, 1)",3,112,43,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8633903061224489,0.7916020408163266,BNCI2014-008,4,0
1513,15,"(2, 2)",3,115,44,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8633354591836734,0.791030612244898,BNCI2014-008,4,0
1514,15,"(4, 4)",3,127,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8638309948979591,0.7884489795918368,BNCI2014-008,4,0
1515,15,"(8, 8)",3,175,58,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8644815051020407,0.7912959183673469,BNCI2014-008,4,0
1516,15,"(1, 1)",4,112,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8576179846938775,0.8048265306122449,BNCI2014-008,4,0
1517,15,"(2, 2)",4,115,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8586811224489795,0.804,BNCI2014-008,4,0
1518,15,"(4, 4)",4,127,50,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8587002551020407,0.8027959183673469,BNCI2014-008,4,0
1519,15,"(8, 8)",4,175,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8592806122448979,0.7989693877551018,BNCI2014-008,4,0
1520,16,"(1, 1)",0,116,50,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8619247448979592,0.8179795918367347,BNCI2014-008,4,0
1521,16,"(2, 2)",0,119,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8619088010204082,0.8186836734693879,BNCI2014-008,4,0
1522,16,"(4, 4)",0,131,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8621198979591835,0.8195408163265306,BNCI2014-008,4,0
1523,16,"(8, 8)",0,179,60,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8636186224489796,0.8181428571428572,BNCI2014-008,4,0
1524,16,"(1, 1)",1,116,48,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8624241071428571,0.8185816326530613,BNCI2014-008,4,0
1525,16,"(2, 2)",1,119,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8648437499999999,0.8190918367346938,BNCI2014-008,4,0
1526,16,"(4, 4)",1,131,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.864859693877551,0.8183673469387756,BNCI2014-008,4,0
1527,16,"(8, 8)",1,179,59,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8657098214285714,0.8176428571428571,BNCI2014-008,4,0
1528,16,"(1, 1)",2,116,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8655860969387754,0.7956938775510204,BNCI2014-008,4,0
1529,16,"(2, 2)",2,119,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8661371173469388,0.7934081632653062,BNCI2014-008,4,0
1530,16,"(4, 4)",2,131,48,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8664968112244897,0.7929387755102042,BNCI2014-008,4,0
1531,16,"(8, 8)",2,179,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8674623724489796,0.7929387755102041,BNCI2014-008,4,0
1532,16,"(1, 1)",3,116,45,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8634559948979592,0.7901836734693877,BNCI2014-008,4,0
1533,16,"(2, 2)",3,119,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8637844387755103,0.7902448979591836,BNCI2014-008,4,0
1534,16,"(4, 4)",3,131,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8661466836734695,0.7887755102040817,BNCI2014-008,4,0
1535,16,"(8, 8)",3,179,56,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8651147959183674,0.7853163265306122,BNCI2014-008,4,0
1536,16,"(1, 1)",4,116,50,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8587723214285714,0.803938775510204,BNCI2014-008,4,0
1537,16,"(2, 2)",4,119,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8596875,0.8030306122448979,BNCI2014-008,4,0
1538,16,"(4, 4)",4,131,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8602729591836735,0.8054183673469388,BNCI2014-008,4,0
1539,16,"(8, 8)",4,179,59,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.860936862244898,0.7998061224489796,BNCI2014-008,4,0
1540,17,"(1, 1)",0,117,51,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8619795918367347,0.8177244897959185,BNCI2014-008,4,0
1541,17,"(2, 2)",0,120,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8622391581632652,0.8184285714285716,BNCI2014-008,4,0
1542,17,"(4, 4)",0,132,60,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.863795280612245,0.8182448979591836,BNCI2014-008,4,0
1543,17,"(8, 8)",0,180,59,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8630561224489797,0.8163979591836734,BNCI2014-008,4,0
1544,17,"(1, 1)",1,117,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8630644132653061,0.8178367346938775,BNCI2014-008,4,0
1545,17,"(2, 2)",1,120,50,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8633475765306123,0.819204081632653,BNCI2014-008,4,0
1546,17,"(4, 4)",1,132,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8634343112244898,0.818734693877551,BNCI2014-008,4,0
1547,17,"(8, 8)",1,180,61,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8660427295918367,0.8166530612244898,BNCI2014-008,4,0
1548,17,"(1, 1)",2,117,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8665420918367346,0.7955,BNCI2014-008,4,0
1549,17,"(2, 2)",2,120,49,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.867061862244898,0.7940816326530613,BNCI2014-008,4,0
1550,17,"(4, 4)",2,132,51,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8656549744897959,0.7954081632653062,BNCI2014-008,4,0
1551,17,"(8, 8)",2,180,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8673565051020408,0.7911836734693878,BNCI2014-008,4,0
1552,17,"(1, 1)",3,117,46,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.863436224489796,0.7900510204081633,BNCI2014-008,4,0
1553,17,"(2, 2)",3,120,47,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8637423469387755,0.7910102040816326,BNCI2014-008,4,0
1554,17,"(4, 4)",3,132,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8654617346938774,0.7920510204081633,BNCI2014-008,4,0
1555,17,"(8, 8)",3,180,57,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8662506377551021,0.782326530612245,BNCI2014-008,4,0
1556,17,"(1, 1)",4,117,51,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8585739795918368,0.8047346938775511,BNCI2014-008,4,0
1557,17,"(2, 2)",4,120,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8599457908163266,0.8020102040816326,BNCI2014-008,4,0
1558,17,"(4, 4)",4,132,55,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.860890943877551,0.802530612244898,BNCI2014-008,4,0
1559,17,"(8, 8)",4,180,57,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8604030612244898,0.8002551020408164,BNCI2014-008,4,0
1560,18,"(1, 1)",0,133,61,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8639323979591835,0.8140816326530612,BNCI2014-008,4,0
1561,18,"(2, 2)",0,136,62,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8645816326530612,0.8195714285714285,BNCI2014-008,4,0
1562,18,"(4, 4)",0,148,66,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8642525510204081,0.8204591836734694,BNCI2014-008,4,0
1563,18,"(8, 8)",0,196,67,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8643169642857143,0.8152142857142857,BNCI2014-008,4,0
1564,18,"(1, 1)",1,133,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8639107142857143,0.8140714285714286,BNCI2014-008,4,0
1565,18,"(2, 2)",1,136,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8636766581632653,0.8178367346938775,BNCI2014-008,4,0
1566,18,"(4, 4)",1,148,60,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.866107780612245,0.819357142857143,BNCI2014-008,4,0
1567,18,"(8, 8)",1,196,66,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8659483418367346,0.8162448979591836,BNCI2014-008,4,0
1568,18,"(1, 1)",2,133,52,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8681696428571428,0.8002142857142857,BNCI2014-008,4,0
1569,18,"(2, 2)",2,136,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8668329081632653,0.7946224489795919,BNCI2014-008,4,0
1570,18,"(4, 4)",2,148,53,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8659017857142859,0.7956020408163265,BNCI2014-008,4,0
1571,18,"(8, 8)",2,196,59,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8682735969387755,0.7916020408163265,BNCI2014-008,4,0
1572,18,"(1, 1)",3,133,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8655114795918366,0.7921326530612245,BNCI2014-008,4,0
1573,18,"(2, 2)",3,136,56,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.865952168367347,0.7911938775510203,BNCI2014-008,4,0
1574,18,"(4, 4)",3,148,62,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8665593112244898,0.7889387755102041,BNCI2014-008,4,0
1575,18,"(8, 8)",3,196,65,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.867266581632653,0.787826530612245,BNCI2014-008,4,0
1576,18,"(1, 1)",4,133,56,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8608067602040816,0.8006938775510204,BNCI2014-008,4,0
1577,18,"(2, 2)",4,136,57,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8607315051020407,0.8020510204081633,BNCI2014-008,4,0
1578,18,"(4, 4)",4,148,63,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8621026785714285,0.8024081632653062,BNCI2014-008,4,0
1579,18,"(8, 8)",4,196,63,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8610720663265308,0.8023775510204081,BNCI2014-008,4,0
1580,19,"(1, 1)",0,149,67,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8650108418367346,0.8184285714285715,BNCI2014-008,4,0
1581,19,"(2, 2)",0,152,67,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8646562499999999,0.8201326530612245,BNCI2014-008,4,0
1582,19,"(4, 4)",0,164,73,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8654151785714285,0.8202448979591838,BNCI2014-008,4,0
1583,19,"(8, 8)",0,212,73,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8650599489795917,0.8189081632653062,BNCI2014-008,4,0
1584,19,"(1, 1)",1,149,61,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8661983418367347,0.8186836734693879,BNCI2014-008,4,0
1585,19,"(2, 2)",1,152,63,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8664910714285714,0.819438775510204,BNCI2014-008,4,0
1586,19,"(4, 4)",1,164,69,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8672621173469389,0.8191326530612244,BNCI2014-008,4,0
1587,19,"(8, 8)",1,212,77,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8693858418367347,0.8150816326530612,BNCI2014-008,4,0
1588,19,"(1, 1)",2,149,54,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8662423469387754,0.793173469387755,BNCI2014-008,4,0
1589,19,"(2, 2)",2,152,56,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.866873086734694,0.7949183673469388,BNCI2014-008,4,0
1590,19,"(4, 4)",2,164,60,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8671377551020408,0.7918469387755103,BNCI2014-008,4,0
1591,19,"(8, 8)",2,212,64,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8678526785714286,0.7909183673469388,BNCI2014-008,4,0
1592,19,"(1, 1)",3,149,63,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8666173469387757,0.7891326530612244,BNCI2014-008,4,0
1593,19,"(2, 2)",3,152,66,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8671836734693877,0.7861938775510204,BNCI2014-008,4,0
1594,19,"(4, 4)",3,164,72,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8670070153061225,0.788357142857143,BNCI2014-008,4,0
1595,19,"(8, 8)",3,212,72,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8674955357142857,0.7890714285714286,BNCI2014-008,4,0
1596,19,"(1, 1)",4,149,64,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8620331632653061,0.803265306122449,BNCI2014-008,4,0
1597,19,"(2, 2)",4,152,66,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.862577806122449,0.8011020408163265,BNCI2014-008,4,0
1598,19,"(4, 4)",4,164,65,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8626230867346939,0.802122448979592,BNCI2014-008,4,0
1599,19,"(8, 8)",4,212,70,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8621167091836733,0.8024183673469387,BNCI2014-008,4,0
1600,0,"(1, 1)",0,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8568756377551019,0.8663979591836735,BNCI2014-008,5,0
1601,0,"(2, 2)",0,4,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8498309948979592,0.8595612244897958,BNCI2014-008,5,0
1602,0,"(4, 4)",0,16,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.7379987244897959,0.7460306122448979,BNCI2014-008,5,0
1603,0,"(8, 8)",0,64,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.7603775510204082,0.7269183673469389,BNCI2014-008,5,0
1604,0,"(1, 1)",1,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8653864795918368,0.8264183673469387,BNCI2014-008,5,0
1605,0,"(2, 2)",1,4,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8590223214285715,0.8182244897959183,BNCI2014-008,5,0
1606,0,"(4, 4)",1,16,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.7385019132653062,0.7221836734693878,BNCI2014-008,5,0
1607,0,"(8, 8)",1,64,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.7500918367346939,0.720234693877551,BNCI2014-008,5,0
1608,0,"(1, 1)",2,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8603488520408163,0.8495510204081632,BNCI2014-008,5,0
1609,0,"(2, 2)",2,4,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8524030612244897,0.8466224489795918,BNCI2014-008,5,0
1610,0,"(4, 4)",2,16,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.7594610969387755,0.7259897959183673,BNCI2014-008,5,0
1611,0,"(8, 8)",2,64,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.7792602040816327,0.7565714285714287,BNCI2014-008,5,0
1612,0,"(1, 1)",3,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8573501275510204,0.8537653061224489,BNCI2014-008,5,0
1613,0,"(2, 2)",3,4,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8493928571428572,0.8416428571428571,BNCI2014-008,5,0
1614,0,"(4, 4)",3,16,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.7367161989795917,0.7097857142857144,BNCI2014-008,5,0
1615,0,"(8, 8)",3,64,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.766938137755102,0.7383469387755102,BNCI2014-008,5,0
1616,0,"(1, 1)",4,1,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8646122448979592,0.8334183673469387,BNCI2014-008,5,0
1617,0,"(2, 2)",4,4,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8559375,0.8233571428571428,BNCI2014-008,5,0
1618,0,"(4, 4)",4,16,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.7413022959183674,0.7193367346938776,BNCI2014-008,5,0
1619,0,"(8, 8)",4,64,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.7622991071428571,0.748642857142857,BNCI2014-008,5,0
1620,1,"(1, 1)",0,2,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8567927295918367,0.8666122448979592,BNCI2014-008,5,0
1621,1,"(2, 2)",0,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8608947704081633,0.865704081632653,BNCI2014-008,5,0
1622,1,"(4, 4)",0,17,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8633054846938776,0.8635510204081633,BNCI2014-008,5,0
1623,1,"(8, 8)",0,65,17,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8697729591836735,0.8619591836734695,BNCI2014-008,5,0
1624,1,"(1, 1)",1,2,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.865280612244898,0.825673469387755,BNCI2014-008,5,0
1625,1,"(2, 2)",1,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8696772959183673,0.8236428571428571,BNCI2014-008,5,0
1626,1,"(4, 4)",1,17,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8719713010204082,0.8175,BNCI2014-008,5,0
1627,1,"(8, 8)",1,65,20,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8778686224489796,0.8230918367346939,BNCI2014-008,5,0
1628,1,"(1, 1)",2,2,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8603973214285715,0.849857142857143,BNCI2014-008,5,0
1629,1,"(2, 2)",2,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8629292091836734,0.8546836734693878,BNCI2014-008,5,0
1630,1,"(4, 4)",2,17,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8665274234693878,0.8630612244897959,BNCI2014-008,5,0
1631,1,"(8, 8)",2,65,19,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.877124362244898,0.8531530612244899,BNCI2014-008,5,0
1632,1,"(1, 1)",3,2,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8572506377551021,0.853591836734694,BNCI2014-008,5,0
1633,1,"(2, 2)",3,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8612493622448979,0.8573061224489797,BNCI2014-008,5,0
1634,1,"(4, 4)",3,17,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8617780612244897,0.8554285714285714,BNCI2014-008,5,0
1635,1,"(8, 8)",3,65,16,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8692965561224489,0.8524693877551021,BNCI2014-008,5,0
1636,1,"(1, 1)",4,2,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8646371173469388,0.8329081632653061,BNCI2014-008,5,0
1637,1,"(2, 2)",4,5,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8676702806122449,0.8370510204081633,BNCI2014-008,5,0
1638,1,"(4, 4)",4,17,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8688227040816326,0.843969387755102,BNCI2014-008,5,0
1639,1,"(8, 8)",4,65,14,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8754923469387755,0.8450102040816326,BNCI2014-008,5,0
1640,2,"(1, 1)",0,18,5,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8634451530612246,0.865030612244898,BNCI2014-008,5,0
1641,2,"(2, 2)",0,21,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8650707908163265,0.8652857142857143,BNCI2014-008,5,0
1642,2,"(4, 4)",0,33,5,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8712684948979592,0.8721020408163266,BNCI2014-008,5,0
1643,2,"(8, 8)",0,81,18,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8725637755102041,0.8685510204081633,BNCI2014-008,5,0
1644,2,"(1, 1)",1,18,5,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8721779336734694,0.818295918367347,BNCI2014-008,5,0
1645,2,"(2, 2)",1,21,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8733852040816327,0.8167551020408162,BNCI2014-008,5,0
1646,2,"(4, 4)",1,33,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.8793258928571429,0.8155816326530612,BNCI2014-008,5,0
1647,2,"(8, 8)",1,81,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8832429846938775,0.8124795918367345,BNCI2014-008,5,0
1648,2,"(1, 1)",2,18,7,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8672500000000001,0.8639795918367348,BNCI2014-008,5,0
1649,2,"(2, 2)",2,21,8,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8679910714285713,0.8662346938775509,BNCI2014-008,5,0
1650,2,"(4, 4)",2,33,7,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(4, 4))",0.873780612244898,0.8699183673469388,BNCI2014-008,5,0
1651,2,"(8, 8)",2,81,21,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(8, 8))",0.8762123724489795,0.8598775510204082,BNCI2014-008,5,0
1652,2,"(1, 1)",3,18,5,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(1, 1))",0.8621964285714286,0.8554081632653061,BNCI2014-008,5,0
1653,2,"(2, 2)",3,21,6,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=(2, 2))",0.8633271683673469,0.8554795918367346,BNCI2014-008,5,0
